id,name,slug,longitude,latitude,country,info:fr
1,Château-Arnoux—St-Auban,chateau-arnoux-st-auban,6.0016250000,44.0817900000,FR,
2,Château-Arnoux—St-Auban,chateau-arnoux-st-auban,5.997342,44.061499,FR,
3,Château-Arnoux Mairie,chateau-arnoux-mairie,6.011248,44.063863,FR,
4,Digne-les-Bains,digne-les-bains,6.3500000000,44.3500000000,FR,
6,Digne-les-Bains,digne-les-bains,6.222982406616211,44.088710133980605,FR,
7,La Crau,la-crau,6.068830490112305,43.144929623552464,FR,
8,Aire-sur-l’Adour,aire-sur-ladour,-0.258269,43.703854,FR,
9,Cagnes-sur-Mer,cagnes-sur-mer,7.148301601409912,43.65779730975508,FR,
10,Menton,menton,7.5043490000,43.7764860000,FR,
11,Menton,menton,7.493156,43.774716,FR,
12,Menton—Garavan,menton-garavan,7.517247,43.785269,FR,
16,Vievola,vievola,,,FR,
17,Vievola,vievola,,,FR,
18,Vievola,vievola,7.562788724899292,44.11257890785429,FR,
19,Mandelieu-la-Napoule,mandelieu-la-napoule,6.941471099853516,43.52418047111926,FR,
23,Decazeville,decazeville,2.2500000000,44.5500000000,FR,
24,Decazeville Centre,decazeville-centre,2.255896,44.561434,FR,
25,Viviez—Decazeville,viviez-decazeville,2.218384,44.5556,FR,
26,Decazeville Fontvergne,decazeville-fontvergne,2.263741493225097,44.55563533558816,FR,
27,St-Sever,st-sever,-1.0333330000,48.8333330000,FR,
28,St-Sever Centre,st-sever-centre,-1.049283,48.839517,FR,
29,St-Sever,st-sever,-1.051746,48.843715,FR,
30,Vire,vire,-0.88928,48.83897,FR,
31,Vire Centre,vire-centre,-0.880538,48.837638,FR,
32,Vire,vire,-0.883001,48.846421,FR,
33,Marans,marans,-1.0000000000,46.3000000000,FR,
34,Marans Centre,marans-centre,-0.979212,46.290815,FR,
35,Marans,marans,-0.991204,46.310878,FR,
36,Uzerche,uzerche,1.570253,45.440848,FR,
38,Dijon Ville,dijon-ville,5.026345,47.323199,FR,
40,Pontrieux,pontrieux,-3.1666670000,48.7000000000,FR,
41,Pontrieux Halte,pontrieux-halte,-3.164355,48.69809,FR,
42,Pontrieux,pontrieux,-3.156382,48.706018,FR,
43,Auboué,auboue,5.9714555740356445,49.216167463145354,FR,
44,Périgueux,perigueux,0.7075291872024536,45.18725079810115,FR,
45,Besançon Viotte,besancon-viotte,6.021999,47.24733,FR,
47,Douarnenez Office de Tourisme,douarnenez-office-de-tourisme,-4.3303728103637695,48.09336269013469,FR,
50,Concarneau,concarneau,-3.9166670000,47.8666670000,FR,
51,Concarneau Port,concarneau-port,-3.927593,47.867055,FR,
52,Concarneau,concarneau,-3.9205312728881836,47.87767079094932,FR,
55,Aboncourt,aboncourt,6.3500000000,49.2666670000,FR,
56,Aiton—Bourgneuf,aiton-bourgneuf,6.2500000000,45.5666670000,FR,
57,Colomiers,colomiers,1.3500000000,43.6166670000,FR,
58,Colomiers,colomiers,1.333936,43.603534,FR,
59,Colomiers Lycée International,colomiers-lycee-international,1.314168,43.616326,FR,
60,Labège,labege,1.5333330000,43.5333330000,FR,
61,Labège Innopole,labege-innopole,1.512974,43.547361,FR,
62,Labège Village,labege-village,1.532921,43.530533,FR,
63,Azay-le-Rideau Mairie,azay-le-rideau-mairie,0.4666670000,47.2666670000,FR,
64,Albas,albas,1.2333330000,44.4666670000,FR,
65,Abancourt,abancourt,1.7740130424499512,49.68528648603422,FR,
66,Lunel,lunel,4.1333330000,43.6833330000,FR,
67,Lunel-Viel,lunel-viel,4.093741,43.681174,FR,
68,Lunel,lunel,4.131001,43.679601,FR,
72,Moirans,moirans,5.582084655761719,45.32206908322778,FR,
73,Arc-et-Senans,arc-et-senans,5.7666670000,47.0333330000,FR,
74,Accolay,accolay,3.7166670000,47.6666670000,FR,
76,Dole Ville,dole-ville,5.488046407699585,47.09622856396676,FR,
77,Dax,dax,-1.0500365495681763,43.72076108921594,FR,
80,Rezé,reze,-1.5666670000,47.2000000000,FR,
82,Rezé—Pont-Rousseau,reze-pont-rousseau,-1.549587,47.193278,FR,
83,Cherbourg,cherbourg,-1.6210681200027466,49.633295372995704,FR,
84,Angers St-Laud,angers-st-laud,-0.5568641424179077,47.46440211188047,FR,
85,Saumur,saumur,-0.07103562355041504,47.268433556950825,FR,
87,Cérences Centre,cerences-centre,-1.437824,48.91686,FR,
89,Reims,reims,4.0333330000,49.2500000000,FR,
90,Reims Maison Blanche,reims-maison-blanche,4.022484,49.233685,FR,
91,Champagne-Ardenne TGV,champagne-ardenne-tgv,3.994248,49.214385,FR,à 8 km de Reims
92,Reims Ville,reims-ville,4.024156,49.259241,FR,
93,Laval,laval,-0.761089,48.076405,FR,
94,Accous,accous,-0.6000000000,42.9833330000,FR,
95,Achiet,achiet,2.7500000000,50.1166670000,FR,
96,Louverné,louverne,-0.7000000000,48.1333330000,FR,
97,Louverné,louverne,-0.714624,48.108748,FR,
98,Louverné Centre,louverne-centre,-0.719904899597168,48.12305356338282,FR,
99,Mayenne,mayenne,-0.6166670000,48.3000000000,FR,
100,Mayenne,mayenne,-0.6205880641937256,48.3064552166399,FR,
101,Mayenne Centre,mayenne-centre,-0.611339807510376,48.299504040832794,FR,
104,Arnage,arnage,0.1833330000,47.9333330000,FR,
105,Arnage,arnage,0.190103,47.928236,FR,
106,Arnage Centre,arnage-centre,0.163801,47.937288,FR,
107,Carnac,carnac,-3.0833330000,47.5833330000,FR,
108,Plouharnel—Carnac,plouharnel-carnac,-3.118456,47.6043,FR,
109,Les Sables-Blancs,les-sables-blancs,-3.132453,47.575598,FR,
110,Carnac,carnac,-3.0826091766357417,47.584558972342386,FR,
111,St-Pierre-Quiberon,st-pierre-quiberon,-3.1333330000,47.5166670000,FR,
112,L’Isthme,listhme,-3.133549,47.547102,FR,
113,St-Pierre-Quiberon,st-pierre-quiberon,-3.138907,47.52106,FR,
114,Metz,metz,6.177665,49.109382,FR,
115,Forbach,forbach,6.9000000000,49.1833330000,FR,
117,Forbach Gare,forbach-gare,6.900254,49.189215,FR,France
118,Sarreguemines,sarreguemines,7.0674710000,49.1099500000,FR,
119,Sarreguemines Poste,sarreguemines-poste,7.054923,49.110155,FR,
121,Sarreguemines,sarreguemines,7.068398594856262,49.10741472240868,FR,
122,Dunkerque,dunkerque,2.3686105012893672,51.03026865635461,FR,
123,Lille-Flandres,lille-flandres,3.071128,50.637486,FR,
124,Haubourdin,haubourdin,2.990228533744812,50.6069682482955,FR,
125,Tourcoing,tourcoing,3.168176,50.716573,FR,
126,Nomain,nomain,3.2500000000,50.5000000000,FR,
127,Nomain-Ouvignies,nomain-ouvignies,3.230831,50.506063,FR,
128,Nomain,nomain,3.206362,50.502423,FR,
129,Croix,croix,,,FR,
130,Croix—Wasquehal,croix-wasquehal,3.137765,50.678521,FR,
131,Croix-l’Allumette,croix-lallumette,3.151564,50.687115,FR,
132,Roubaix,roubaix,3.1631076335906982,50.6957168696774,FR,
136,Jeumont,jeumont,4.1000000000,50.3000000000,FR,
137,Jeumont,jeumont,4.086271,50.296237,FR,
139,Bellegarde-sur-Valserine,bellegarde-sur-valserine,5.8242130000,46.1078740000,FR,
140,Bellegarde-sur-Valserine,bellegarde-sur-valserine,5.825962,46.110913,FR,
141,Bellegarde-sur-Valserine Lycée Musinens,bellegarde-sur-valserine-lycee-musinens,5.794132,46.115336,FR,
143,Briouze,briouze,-0.3682136535644531,48.70183766127341,FR,
148,Calais Ville,calais-ville,1.850177,50.953402,FR,
149,Boulogne-sur-Mer Ville,boulogne-sur-mer-ville,1.610097885131836,50.71549602881634,FR,
150,Allenc,allenc,3.6666670000,44.5333330000,FR,
151,Pau,pau,-0.3697478771209717,43.29155258667031,FR,
152,Hendaye,hendaye,-1.7820382118225098,43.3531128691334,FR,
153,Strasbourg,strasbourg,7.734067,48.585338,FR,
154,Mertzwiller,mertzwiller,7.6833330000,48.8666670000,FR,
155,Mertzwiller,mertzwiller,7.677704,48.871609,FR,
157,Colmar,colmar,7.346677780151368,48.07254485668853,FR,
158,Mulhouse,mulhouse,7.343045,47.741952,FR,
159,St-Louis (Haut Rhin),st-louis-haut-rhin,7.5666670000,47.5833330000,FR,
160,St-Louis La-Chaussée,st-louis-la-chaussee,7.531252,47.609442,FR,
161,St-Louis,st-louis,7.555379,47.590178,FR,
162,Thann,thann,,,FR,
163,Thann,thann,7.107051,47.80912,FR,
164,Thann—St-Jacques,thann-st-jacques,7.093558,47.813273,FR,
165,Givors Canal,givors-canal,4.772283,45.595975,FR,
166,Aspach-le-Haut,aspach-le-haut,7.2333330000,47.6500000000,FR,
167,Aspach-le-Haut,aspach-le-haut,7.142379,47.769396,FR,
168,Aspach-le-Bas,aspach-le-bas,7.152375,47.759832,FR,
171,Avignon Centre,avignon-centre,4.8052096366882315,43.941668244510936,FR,
172,Le Mans,le-mans,0.1921534538269043,47.995364119768475,FR,
173,Joué-lès-Tours Berthelot,joue-les-tours-berthelot,0.6666670000,47.3500000000,FR,
174,Eu,eu,1.4166670000,50.0500000000,FR,
175,Eu-la-Mouillette,eu-la-mouillette,1.4253687858581543,50.04890671485088,FR,
176,Eu,eu,1.416771,50.054355,FR,
177,Alleyras,alleyras,3.6822491884231567,44.90590260319495,FR,
178,Le Havre,le-havre,0.12557029724121094,49.492800002017034,FR,
179,Harfleur,harfleur,0.1982690000,49.5065960000,FR,
180,Harfleur-Halte,harfleur-halte,0.192081,49.505896,FR,
181,Harfleur,harfleur,0.198976,49.513717,FR,
182,Montivilliers,montivilliers,0.2000000000,49.5500000000,FR,
184,Montivilliers,montivilliers,0.189393,49.54313,FR,
186,Dieppe,dieppe,1.0811233520507812,49.92147796871573,FR,
187,Fontainebleau—Avon,fontainebleau-avon,2.7264118194580074,48.41621372071815,FR,
188,Péronne,peronne,2.6500000000,50.0000000000,FR,
189,Péronne Centre,peronne-centre,2.938987,49.934997,FR,
190,Péronne La Chapelette,peronne-la-chapelette,2.933359,49.924488,FR,
191,Albi Ville,albi-ville,2.13785,43.922472,FR,
192,Orléans,orleans,1.9047331809997559,47.90807935070001,FR,
194,Vendôme,vendome,1.067837,47.802198,FR,
195,Fréjus,frejus,6.7329078912734985,43.43200708149751,FR,
196,Fontenay-le-Comte,fontenay-le-comte,-0.809592604637146,46.46785957735252,FR,
197,Acheux-Franleu,acheux-franleu,1.65761,50.082689,FR,
198,St-Hilaire-de-Riez,st-hilaire-de-riez,,,FR,
199,St-Hilaire-de-Riez,st-hilaire-de-riez,-1.949679,46.716669,FR,
200,St-Hilaire-de-Riez Centre,st-hilaire-de-riez-centre,-1.944618,46.718728,FR,
201,La Clayette—Baudemont,la-clayette-baudemont,4.29840624332428,46.28815158366065,FR,
203,Tours,tours,0.693787,47.389458,FR,
204,Cambrai,cambrai,3.2413101196289062,50.17667825093541,FR,
205,Aiguebelle,aiguebelle,6.3000000000,45.5333330000,FR,
207,Agen,agen,0.620952844619751,44.20834216628424,FR,
208,Ervy-le-Châtel Halles,ervy-le-chatel-halles,3.9166670000,48.0333330000,FR,
209,Fays-la-Chapelle,fays-la-chapelle,4.0166670000,48.1333330000,FR,
210,Agonac,agonac,0.7500000000,45.2833330000,FR,
211,Limoges Bénédictins,limoges-benedictins,1.267245,45.836419,FR,
212,Modane,modane,6.659023761749268,45.193500116356404,FR,
213,Agos,agos,-0.0666670000,43.0333330000,FR,
214,Argenton-sur-Creuse,argenton-sur-creuse,1.5166670000,46.5833330000,FR,
215,Argenton-sur-Creuse,argenton-sur-creuse,1.518628,46.592394,FR,
216,Argenton-sur-Creuse Gare Routière,argenton-sur-creuse-gare-routiere,1.503158,46.587009,FR,
217,Roye,roye,2.7897226810455322,49.69805004945369,FR,
218,Agay,agay,6.856513,43.431382,FR,
220,Versailles,versailles,,,FR,
223,Versailles-Chantiers,versailles-chantiers,2.1359503269195557,48.795542444758766,FR,
224,Villeneuve-au-Chemin,villeneuve-au-chemin,3.844281,48.082895,FR,
230,Salvagnac,salvagnac,1.7000000000,43.9166670000,FR,
232,Maussac,maussac,2.1500000000,45.4833330000,FR,
233,Aix-en-Provence TGV,aix-en-provence-tgv,5.317227,43.455167,FR,
234,Moustéru,mousteru,-3.2333330000,48.5166670000,FR,
239,Aillevillers,aillevillers,6.3333330000,47.9166670000,FR,
241,Ailly-sur-Noye,ailly-sur-noye,2.3666670000,49.7500000000,FR,
246,Ailly-sur-Somme,ailly-sur-somme,2.2000000000,49.9166670000,FR,
249,Aigues-Vives (Gard),aigues-vives-gard,4.1666670000,43.7333330000,FR,
252,Aiserey,aiserey,5.1666670000,47.1666670000,FR,
264,Vicq-sur-Breuilh,vicq-sur-breuilh,1.384455,45.645578,FR,
265,St-Hilaire-Bonneval,st-hilaire-bonneval,1.3666670000,45.7166670000,FR,
266,Boisseuil,boisseuil,1.3166670000,45.7666670000,FR,
267,Azay-sur-Indre,azay-sur-indre,0.9500000000,47.2000000000,FR,
286,Mouroux,mouroux,3.0333330000,48.8166670000,FR,
292,Alet-les-Bains,alet-les-bains,2.2666670000,43.0000000000,FR,
293,Allassac,allassac,1.4833330000,45.2500000000,FR,
295,Albens,albens,5.9500000000,45.7833330000,FR,
302,Pierre-Buffière Ville,pierre-buffiere-ville,1.3500000000,45.7000000000,FR,
303,Aix La Marsalouse,aix-la-marsalouse,2.3984473943710327,45.614206266734726,FR,
304,La Ferté-sous-Jouarre,la-ferte-sous-jouarre,3.1255245208740234,48.950915549215985,FR,
311,Merten,merten,6.6666670000,49.2500000000,FR,
313,La Ferté-Milon,la-ferte-milon,3.1166670000,49.1666670000,FR,
314,Neuilly-St-Front,neuilly-st-front,3.2666670000,49.1666670000,FR,
315,Oulchy-Breny,oulchy-breny,3.347555,49.186806,FR,
316,Albi Madeleine,albi-madeleine,2.14096,43.938005,FR,
317,Ambérieu,amberieu,5.342316627502441,45.953954370107795,FR,
322,Auxon Église,auxon-eglise,3.923863,48.092235,FR,
323,Rehainviller,rehainviller,6.4666670000,48.5666670000,FR,
324,St-Pierremont,st-pierremont,6.5833330000,48.4333330000,FR,
325,Leintrey,leintrey,6.7333330000,48.6166670000,FR,
326,Amenoncourt,amenoncourt,6.78441,48.626383,FR,
327,Magnac Bourg,magnac-bourg,1.43097,45.61815,FR,
328,Aigues-Mortes,aigues-mortes,4.191192984580994,43.5709120910444,FR,
329,Meuzac,meuzac,1.4333330000,45.5500000000,FR,
335,Orville,orville,5.2000000000,47.5500000000,FR,
336,Torcenay,torcenay,5.470142,47.813425,FR,
337,Rosoy-sur-Amance,rosoy-sur-amance,5.5333330000,47.8333330000,FR,
338,Bize,bize,5.6333330000,47.8333330000,FR,
339,Anrosey,anrosey,5.6666670000,47.8333330000,FR,
340,Pisseloup,pisseloup,5.7333330000,47.8333330000,FR,
341,Bétoncourt-sur-Mance,betoncourt-sur-mance,5.759083,47.830622,FR,
342,Vernois-sur-Mance,vernois-sur-mance,5.794042,47.851944,FR,
343,Andelot,andelot,5.923584,46.8594671,FR,
344,Angers,angers,-0.5500000000,47.4666670000,FR,
345,Angers Maître École,angers-maitre-ecole,-0.531891,47.467089,FR,
346,Blondefontaine,blondefontaine,5.8666670000,47.8833330000,FR,
347,Angoulême,angouleme,0.16449451446533203,45.653603206036394,FR,
348,Raincourt,raincourt,5.885946750640868,47.859879227409714,FR,
349,Gévigney,gevigney,5.9333330000,47.8000000000,FR,
350,Baulay,baulay,6.0166670000,47.7833330000,FR,
351,Amoncourt,amoncourt,6.0666670000,47.7333330000,FR,
352,Chaux-les-Port,chaux-les-port,6.03311,47.713834,FR,
353,Charmoille,charmoille,6.1000000000,47.6666670000,FR,
354,Pusey,pusey,6.1333330000,47.6500000000,FR,
355,Martigny-les-Gerbonvaux,martigny-les-gerbonvaux,5.8000000000,48.4500000000,FR,
356,Autreville,autreville,5.8500000000,48.4833330000,FR,
358,Mont-le-Vignoble,mont-le-vignoble,5.8500000000,48.6166670000,FR,
359,Hestroff,hestroff,6.4333330000,49.2666670000,FR,
360,Vaudreching,vaudreching,6.523714,49.284483,FR,
361,Alzing,alzing,6.5500000000,49.2833330000,FR,
363,Villette,villette,5.541571,49.474443,FR,
364,Colmey—Flabeuville,colmey-flabeuville,5.555477,49.457202,FR,
365,Montigny-sur-Chiers,montigny-sur-chiers,5.6666670000,49.4833330000,FR,
366,Lexy,lexy,5.7333330000,49.5000000000,FR,
367,Ingolsheim,ingolsheim,7.9359050000,48.9740200000,FR,
372,Hertzing,hertzing,6.9500000000,48.6833330000,FR,
373,Bébing,bebing,7.0000000000,48.7000000000,FR,
376,Drouilly,drouilly,4.5166670000,48.7666670000,FR,
377,Aiguillon,aiguillon,0.3352653980255127,44.29837546640074,FR,
378,St-Martin-aux-Champs,st-martin-aux-champs,4.4833330000,48.8166670000,FR,
379,Bouilly,bouilly,4.0000000000,48.2000000000,FR,
380,Chamoy,chamoy,3.9666670000,48.1166670000,FR,
381,Jeugny,jeugny,4.039581,48.128443,FR,
382,Montigny-les-Monts,montigny-les-monts,3.9500000000,48.1000000000,FR,
383,St-Germain Mairie,st-germain-mairie,4.007804,48.259911,FR,
384,St-Jean-de-Bonneval,st-jean-de-bonneval,4.0500000000,48.1666670000,FR,
385,St-Phal Monument aux morts,st-phal-monument-aux-morts,4.0000000000,48.1166670000,FR,
386,Villery,villery,4.023086,48.165524,FR,
387,Neuvy-Sautour RN,neuvy-sautour-rn,3.8000000000,48.0333330000,FR,
388,Brienon Mairie,brienon-mairie,3.6166670000,48.0000000000,FR,
389,St-Lyé,st-lye,4.0000000000,48.3666670000,FR,
390,Payns,payns,3.9666670000,48.3833330000,FR,
391,Savières,savieres,3.9500000000,48.4166670000,FR,
392,St-Mesmin,st-mesmin,3.9333330000,48.4500000000,FR,
393,Vallant-St-Georges,vallant-st-georges,3.899331,48.466168,FR,
394,Châtres,chatres,3.8500000000,48.5000000000,FR,
395,Maizières-La Grande-Paroisse,maizieres-la-grande-paroisse,3.7833330000,48.5166670000,FR,
396,Romilly-sur-Seine,romilly-sur-seine,3.72887134552002,48.5142874748866,FR,
399,Marnay-sur-Seine,marnay-sur-seine,3.5500000000,48.5166670000,FR,
400,Nogent-sur-Seine,nogent-sur-seine,3.4938132762908936,48.497945530121164,FR,
401,Aigueperse,aigueperse,3.2000000000,46.0166670000,FR,
402,Vendeuvre,vendeuvre,4.467782,48.240296,FR,
403,Bar-sur-Aube,bar-sur-aube,4.706697463989258,48.23863729674553,FR,
404,St-Florentin Hôtel de Ville,st-florentin-hotel-de-ville,3.7333330000,48.0000000000,FR,
405,Laroche-Migennes Hôtel Terminus,laroche-migennes-hotel-terminus,,,FR,
406,Foug,foug,5.7833330000,48.6833330000,FR,
407,Fontenoy-sur-Moselle,fontenoy-sur-moselle,5.9833330000,48.7166670000,FR,
408,Liverdun,liverdun,6.0500000000,48.7500000000,FR,
409,Champigneulles,champigneulles,6.1666670000,48.7333330000,FR,
410,Laneuveville-devant-Nancy,laneuveville-devant-nancy,6.2333330000,48.6500000000,FR,
411,Argèles-Gazost,argeles-gazost,-0.0500000000,43.1000000000,FR,
412,Arches,arches,6.5333330000,48.1166670000,FR,
413,Varangéville—St-Nicolas,varangeville-st-nicolas,6.313232,48.635309,FR,
414,Dombasle-sur-Meurthe,dombasle-sur-meurthe,6.34335458278656,48.623335525763665,FR,
415,Rosières-aux-Salines,rosieres-aux-salines,6.350526809692383,48.60533325613824,FR,
416,Argelès-sur-Mer,argeles-sur-mer,3.022101,42.543778,FR,
417,Marainviller,marainviller,6.6000000000,48.5833330000,FR,
419,Embermenil,embermenil,6.7000000000,48.6333330000,FR,
421,Einvaux,einvaux,6.4000000000,48.4833330000,FR,
422,Bayon,bayon,6.3231682777404785,48.46809847085216,FR,
423,Argentan,argentan,-0.02537906169891357,48.73848156910216,FR,
424,Xermamenil—Lamath,xermamenil-lamath,6.457553,48.534981,FR,
425,Arvant,arvant,3.3104681968688965,45.365439879366356,FR,
426,Gerbeviller,gerbeviller,6.5166670000,48.5000000000,FR,
427,Moyen,moyen,6.5666670000,48.4833330000,FR,
428,Soulosse,soulosse,5.739127,48.40923,FR,
429,Magnières,magnieres,6.5666670000,48.4500000000,FR,
430,Ascq,ascq,3.1666370000,50.6166870000,FR,
432,Coussey,coussey,5.6833330000,48.4166670000,FR,
433,Domremy-la-Pucelle,domremy-la-pucelle,5.6833330000,48.4500000000,FR,
434,Auxerre-St-Gervais,auxerre-st-gervais,3.5852980613708496,47.797618310856116,FR,
435,Aspres-sur-Buëch,aspres-sur-buech,5.75459361076355,44.51943627948484,FR,
436,St-Clément-Laronxe,st-clement-laronxe,6.608428,48.531169,FR,
437,Chenevières,chenevieres,6.632566452026367,48.51949673914582,FR,
438,Ménil-Flin,menil-flin,6.659388,48.504957,FR,
439,Azerailles,azerailles,6.7000000000,48.4833330000,FR,
440,Baccarat,baccarat,6.7440444231033325,48.45210454520385,FR,
441,Bertrichamps,bertrichamps,6.791267395019531,48.4284032139575,FR,
442,Thiaville,thiaville,6.809958,48.414246,FR,
443,Houdemont,houdemont,6.1833330000,48.6500000000,FR,
444,Ludres,ludres,6.1666670000,48.6166670000,FR,
445,Messein,messein,6.1500000000,48.6166670000,FR,
446,Neuves-Maisons,neuves-maisons,6.10790491104126,48.614750137556584,FR,
447,Pont-St-Vincent,pont-st-vincent,6.1000000000,48.6000000000,FR,
448,Aixe-sur-Vienne,aixe-sur-vienne,1.1333330000,45.8000000000,FR,
449,Adamswiller,adamswiller,7.201194763183593,48.903757656798746,FR,
450,Bainville,bainville,6.0833330000,48.5833330000,FR,
452,Xeuilley,xeuilley,6.102219,48.569688,FR,
453,Pierreville,pierreville,6.1166670000,48.5500000000,FR,
454,Pulligny—Autrey,pulligny-autrey,6.13751,48.53605,FR,
455,Ceintrey,ceintrey,6.157332,48.52387,FR,
456,Tantonville,tantonville,6.129097,48.483778,FR,
457,Vézelise,vezelise,6.100709,48.480515,FR,
458,Praye-sous-Vaudémont,praye-sous-vaudemont,6.100718,48.432782,FR,
459,Diarville,diarville,6.1333330000,48.4000000000,FR,
460,Domgermain,domgermain,5.8166670000,48.6500000000,FR,
461,Charmes-la-Côte,charmes-la-cote,5.8333330000,48.6333330000,FR,
462,Blenod-les-Toul,blenod-les-toul,5.8333330000,48.6000000000,FR,
463,Bulligny—Crézilles,bulligny-crezilles,5.848966,48.576646,FR,
464,Barisey-la-Côte,barisey-la-cote,5.8500000000,48.5500000000,FR,
465,Pompey,pompey,6.1166670000,48.7666670000,FR,
466,Marbache,marbache,6.0833330000,48.8000000000,FR,
467,Belleville,belleville,6.1000000000,48.8166670000,FR,
468,Dieulouard,dieulouard,6.071577072143555,48.84364264812584,FR,
469,Pont-à-Mousson,pont-a-mousson,6.05069875717163,48.90021020338177,FR,
470,Luzy-sur-Marne,luzy-sur-marne,5.1833330000,48.0500000000,FR,
471,Chaudenay,chaudenay,5.5000000000,47.8333330000,FR,
472,Hortes,hortes,5.553454,47.838739,FR,
473,Charmoy—Fayl-Billot,charmoy-fayl-billot,5.604145,47.809308,FR,
474,Auch,auch,0.5968666076660156,43.64728656934141,FR,
475,Laferté-sur-Amance,laferte-sur-amance,5.7000000000,47.8333330000,FR,
476,Vitrey—Vernois,vitrey-vernois,5.779407,47.830406,FR,
477,Barges,barges,5.8500000000,47.8666670000,FR,
479,Bologne,bologne,5.1333330000,48.2000000000,FR,France
480,Vignory,vignory,5.124264,48.270113,FR,
481,Aurillac,aurillac,2.4358856678009033,44.92094262161991,FR,
482,Froncles,froncles,5.1500000000,48.3000000000,FR,
483,Gudmont,gudmont,5.1333330000,48.3500000000,FR,
484,Donjeux,donjeux,5.1500000000,48.3666670000,FR,
485,Avignon TGV,avignon-tgv,4.785983562469482,43.92160621687953,FR,
486,Avail,avail,2.05319,46.960187,FR,
487,Damblain,damblain,5.656414031982422,48.09373173734836,FR,
488,Châtillon-sur-Seine,chatillon-sur-seine,4.574829339981079,47.86126131518925,FR,
489,Avignon,avignon,4.8166670000,43.9500000000,FR,
493,Aguilcourt—Variscourt,aguilcourt-variscourt,3.973106,49.408004,FR,
494,Prauthoy,prauthoy,5.2833330000,47.6666670000,FR,
495,Vaux-sous-Aubigny,vaux-sous-aubigny,5.291365,47.657894,FR,
497,Selongey,selongey,5.18604,47.58704,FR,
499,Maatz,maatz,5.4500000000,47.7000000000,FR,
500,Champlitte,champlitte,5.5166670000,47.6166670000,FR,
501,Neuvelle-lès-Champlitte,neuvelle-les-champlitte,5.5500000000,47.5833330000,FR,
502,Oyrières,oyrieres,5.5666670000,47.5333330000,FR,
503,Chargey-les-Gray,chargey-les-gray,5.5833330000,47.4833330000,FR,
504,Til-Châtel,til-chatel,5.169067,47.514121,FR,
505,Velles,velles,5.723971,47.833292,FR,
506,Vraincourt-Viéville,vraincourt-vieville,5.123716,48.236889,FR,
507,Le Pailly,le-pailly,5.4166670000,47.8000000000,FR,
508,Rivières-le-Bois,rivieres-le-bois,5.4333330000,47.7333330000,FR,
509,Grandchamp,grandchamp,5.4500000000,47.7166670000,FR,
510,Leffond,leffond,5.4666670000,47.6666670000,FR,
512,Le Martoulet,le-martoulet,1.471192,45.577772,FR,
513,Coublanc,coublanc,5.4666670000,47.7000000000,FR,
514,Écuelle,ecuelle,5.5500000000,47.5500000000,FR,
515,Corgirnon,corgirnon,5.5000000000,47.8000000000,FR,
516,Rougeux,rougeux,5.5833330000,47.8166670000,FR,
519,Beausoleil,beausoleil,7.4333330000,43.7500000000,FR,
520,Roville-aux-Chênes,roville-aux-chenes,6.6000000000,48.3833330000,FR,
521,Docelles—Cheniménil,docelles-chenimenil,6.610586,48.143635,FR,
522,Lépanges,lepanges,6.6666670000,48.1666670000,FR,
523,Charmes,charmes,6.301560401916504,48.37857304087979,FR,
524,Vincey,vincey,6.335516,48.343645,FR,
525,Châtel—Nomexy,chatel-nomexy,6.387788,48.307158,FR,
526,Igney,igney,6.4000000000,48.2833330000,FR,
527,Thaon,thaon,6.415826,48.245006,FR,
528,Raves—Ban-de-Laveline,raves-ban-de-laveline,7.037852,48.265736,FR,
529,Xertigny,xertigny,6.376749,48.053042,FR,
530,Bains-les-Bains,bains-les-bains,6.2666670000,48.0000000000,FR,
531,Laveline-devant-Bruyères,laveline-devant-bruyeres,6.7500000000,48.1833330000,FR,
532,Biffontaine,biffontaine,6.8000000000,48.2166670000,FR,
533,Corcieux—Vanémont,corcieux-vanemont,6.877485,48.19829,FR,
535,Mirecourt,mirecourt,6.1333330000,48.3000000000,FR,
536,Contrexéville,contrexeville,5.890570878982544,48.17964396330601,FR,
537,Martigny-les-Bains,martigny-les-bains,5.8166670000,48.1000000000,FR,
538,Lamarche,lamarche,5.760354995727539,48.09011997695286,FR,
539,Rozières-sur-Mouzon,rozieres-sur-mouzon,5.7000000000,48.1166670000,FR,
540,Provenchères-sur-Fave,provencheres-sur-fave,7.0833330000,48.3166670000,FR,
541,Colroy—Lubine,colroy-lubine,7.13187,48.314547,FR,
542,Pouxeux,pouxeux,6.5666670000,48.1000000000,FR,
543,Éloyes,eloyes,6.6166670000,48.1000000000,FR,
544,Vecoux,vecoux,6.636951,47.980175,FR,
545,St-Léonard,st-leonard,6.9500000000,48.2166670000,FR,
546,Rupt-sur-Moselle,rupt-sur-moselle,6.6666670000,47.9333330000,FR,
547,Ferdrupt,ferdrupt,6.7166670000,47.9000000000,FR,
548,Ramonchamp,ramonchamp,6.7500000000,47.9000000000,FR,
549,Le Thillot,le-thillot,6.7666670000,47.8833330000,FR,
550,Fresse,fresse,6.7833330000,47.8666670000,FR,
551,St-Maurice-sur-Moselle,st-maurice-sur-moselle,6.8333330000,47.8666670000,FR,
552,Bussang,bussang,6.8500000000,47.8833330000,FR,
553,Raon-l’Étape,raon-letape,6.8370795249938965,48.4038539230397,FR,
554,Vagney,vagney,6.710573,48.005974,FR,
