name,howbig,latitude,longitude,postalCode,city,department,region
Lavilletertre,c,49.2024666,1.9206361,60240,Lavilletertre,Oise,Picardie
Asnières-sur-Seine,b,48.9058, 2.28324,92600,Asnières-sur-Seine,Hauts-de-Seine,Île-de-France
Colombes,b,48.92383, 2.25939,92700,Colombes,Hauts-de-Seine,Île-de-France
Avenue Foch,b,48.870971, 2.2756167,75016,Paris,Paris,Île-de-France
Les Ramassiers,c,43.6024594, 1.3528032,31000,Colomiers,Haute-Garonne,Midi-Pyrénées
Maurois,c,50.0674506, 3.4562554,59980,Maurois,Nord,Nord-Pas-de-Calais
Brunémont,c,50.2783197, 3.1453509,59151,Brunémont,Nord,Nord-Pas-de-Calais
Iwuy,c,50.2255015, 3.3298634,59141,Iwuy,Nord,Nord-Pas-de-Calais
Pont-à-Vendin,c,50.4713812, 2.8751938,62880,Pont-à-Vendin,Pas-de-Calais,Nord-Pas-de-Calais
Ostricourt,b,50.44542, 3.03244,59162,Ostricourt,Nord,Nord-Pas-de-Calais
Hénin-Beaumont,b,50.41706, 2.95211,62110,Hénin-Beaumont,Pas-de-Calais,Nord-Pas-de-Calais
Loos-en-Gohelle,c,50.4378798, 2.7933955,62750,Loos-en-Gohelle,Pas-de-Calais,Nord-Pas-de-Calais
Lens,a,50.426818, 2.828254,62300,Lens,Pas-de-Calais,Nord-Pas-de-Calais
Lourches,c,50.3102834, 3.3434016,59172,Lourches,Nord,Nord-Pas-de-Calais
Denain,c,50.3345415, 3.388699,59220,Denain,Nord,Nord-Pas-de-Calais
Saint-Amand-les-Eaux,b,50.44331, 3.41952,59230,Saint-Amand-les-Eaux,Nord,Nord-Pas-de-Calais
Vimy,c,50.3732316, 2.8229549,62580,Vimy,Pas-de-Calais,Nord-Pas-de-Calais
Vis à Marles,c,50.5050115, 2.5171137,62156,Marles-les-Mines,Pas-de-Calais,Nord-Pas-de-Calais
La Bassée,b,50.52799, 2.80482,59480,Bassée,Nord,Nord-Pas-de-Calais
Thiennes,c,50.6523561, 2.4729218,59189,Thiennes,Nord,Nord-Pas-de-Calais
Aubigny-en-Artois,c,50.35297, 2.5928045,62690,Aubigny-en-Artois,Pas-de-Calais,Nord-Pas-de-Calais
Bully - Grenay,b,50.44843, 2.73317,62160,Bully-les-Mines,Pas-de-Calais,Nord-Pas-de-Calais
Boisleux,c,50.2104665, 2.771855,62175,Boisleux-au-Mont,Pas-de-Calais,Nord-Pas-de-Calais
Courcelles-le-Comte,c,50.1694124, 2.7880351,62121,Courcelles-le-Comte,Pas-de-Calais,Nord-Pas-de-Calais
Miraumont,c,50.0958521, 2.7344755,80300,Miraumont,Somme,Picardie
Arras,a,50.286673, 2.781942,62000,Arras,Pas-de-Calais,Nord-Pas-de-Calais
Hirson Écoles,c,49.9288321, 4.0861491,2500,Hirson,Aisne,Picardie
Avignon TGV,a,43.921586, 4.786079,84000,Avignon,Vaucluse,Provence-Alpes-Côte d'Azur
Marquise - Rinxent,b,50.8056635, 1.72988,62250,Rinxent,Pas-de-Calais,Nord-Pas-de-Calais
Beaurainville,c,50.422891, 1.895345,62990,Beaurainville,Pas-de-Calais,Nord-Pas-de-Calais
Montreuil sur Mer,c,50.4661948, 1.7691662,62170,Montreuil,Pas-de-Calais,Nord-Pas-de-Calais
Dannes - Camiers,c,50.5759062, 1.614825,62187,Camiers,Pas-de-Calais,Nord-Pas-de-Calais
Étaples - Le Touquet,b,50.51686, 1.64231,62630,Étaples,Pas-de-Calais,Nord-Pas-de-Calais
Feuquerolles,c,50.0648443, 1.605574,80190,Feuquières-en-Vimeu,Somme,Picardie
Acheux - Franleu,c,50.0826021, 1.6574207,80560,Chépy,Somme,Picardie
Pihen,c,50.8727855, 1.7845632,62340,Pihen-lès-Guînes,Pas-de-Calais,Nord-Pas-de-Calais
Dommartin - Remiencourt,c,49.7996523, 2.3926625,80440,Dommartin,Somme,Picardie
Blangy-sur-Bresle,c,49.9326071, 1.6259074,76340,Blangy-sur-Bresle,Seine-Maritime,Haute-Normandie
Aumale,c,49.7650371, 1.7560425,76390,Aumale,Seine-Maritime,Haute-Normandie
Grandvilliers,c,49.6593779, 1.9384836,60210,Grandvilliers,Oise,Picardie
Saint-Sulpice - Auteuil,b,49.3473824, 2.1164133,60430,Saint-Sulpice,Oise,Picardie
Balagny Saint-Épin,c,49.2942448, 2.3441977,60250,Balagny-sur-Thérain,Oise,Picardie
Rémy,c,49.4331452, 2.7059434,60190,Remy,Oise,Picardie
Poix-de-Picardie,c,49.7778561, 1.9897767,80290,Poix-de-Picardie,Somme,Picardie
Clermont de l'Oise,b,49.38531, 2.41767,60600,Clermont,Oise,Picardie
Breteuil,c,49.626389, 2.3845164,60120,Breteuil,Oise,Picardie
Ailly-sur-Noye,b,49.75448, 2.36419,80250,Ailly-sur-Noye,Somme,Picardie
Pont-Remy,c,50.0472341, 1.8988404,80580,Pont-Remy,Somme,Picardie
Longpré-les-Corps-Saints,b,50.01128, 2.00277,80510,Longpré-les-Corps-Saints,Somme,Picardie
Corbie,b,49.9116183, 2.4996846,80800,Corbie,Somme,Picardie
Saint-Hilaire,c,50.1319709, 3.9140099,59292,Saint-Hilaire-sur-Helpe,Nord,Nord-Pas-de-Calais
Barenton-Bugny,c,49.6307907, 3.6559914,2000,Barenton-Bugny,Aisne,Picardie
Verneuil-sur-Serre,c,49.6486805, 3.6677085,2000,Verneuil-sur-Serre,Aisne,Picardie
Viry-Noureuil,c,49.6274493, 3.2503611,2300,Viry-Noureuil,Aisne,Picardie
Flavy-le-Martel,c,49.7187375, 3.1905076,2520,Flavy-le-Martel,Aisne,Picardie
Versigny,c,49.6574494, 3.4335692,2800,Versigny,Aisne,Picardie
Mennessis,c,49.6915989, 3.2711145,2700,Mennessis,Aisne,Picardie
Fresnoy-le-Grand,c,49.9501964, 3.43268,2230,Fresnoy-le-Grand,Aisne,Picardie
Vervins,c,49.8299236, 3.8936313,2140,Vervins,Aisne,Picardie
Saint-Quentin,b,49.8400482, 3.2970089,2100,Saint-Quentin,Aisne,Picardie
Le Quesnoy,b,50.25021, 3.64552,59530,Quesnoy,Nord,Nord-Pas-de-Calais
Leval,c,50.1845311, 3.8366811,59620,Leval,Nord,Nord-Pas-de-Calais
Avesnelles,c,50.1185513, 3.9485876,59440,Avesnelles,Nord,Nord-Pas-de-Calais
Fourmies,b,50.01541, 4.05357,59610,Fourmies,Nord,Nord-Pas-de-Calais
Jeumont,b,50.29606, 4.08645,59460,Jeumont,Nord,Nord-Pas-de-Calais
Anstaing,c,50.6040201, 3.1933039,59152,Anstaing,Nord,Nord-Pas-de-Calais
Sainte-Marguerite,c,50.7403764, 3.0092045,59660,Comines,Nord,Nord-Pas-de-Calais
Marquette,c,50.6724025, 3.0510262,59252,Marquette-lez-Lille,Nord,Nord-Pas-de-Calais
Lesquin,b,50.59068, 3.11771,59810,Lesquin,Nord,Nord-Pas-de-Calais
Orchies,b,50.47705, 3.24888,59310,Orchies,Nord,Nord-Pas-de-Calais
Tourcoing,b,50.71683, 3.16804,59200,Tourcoing,Nord,Nord-Pas-de-Calais
Seclin,b,50.5486319, 3.0350084,59113,Seclin,Nord,Nord-Pas-de-Calais
Santes,c,50.5920123, 2.961977,59211,Santes,Nord,Nord-Pas-de-Calais
Hazebrouck,b,50.72501, 2.54129,59190,Hazebrouck,Nord,Nord-Pas-de-Calais
Pérenchies,b,50.66697, 2.97729,59840,Pérenchies,Nord,Nord-Pas-de-Calais
Steenwerck,c,50.713459, 2.7855769,59181,Steenwerck,Nord,Nord-Pas-de-Calais
Haubourdin,c,50.6070495, 2.990153,59320,Haubourdin,Nord,Nord-Pas-de-Calais
Hellemmes,c,50.6226402, 3.1149328,59260,Lille,Nord,Nord-Pas-de-Calais
Grande-Synthe,c,51.0026884, 2.3133547,59760,Grande-Synthe,Nord,Nord-Pas-de-Calais
Ribécourt,b,49.50633, 2.92714,60170,Ribécourt-Dreslincourt,Oise,Picardie
Le Meux - Lacroix-Saint-Ouen,c,49.3594029, 2.7532645,60880,Meux,Oise,Picardie
Bornel - Belle-Église,b,49.19471, 2.20717,60540,Bornel,Oise,Picardie
Mériel,b,49.07777, 2.20528,95630,Mériel,Val-d'Oise,Île-de-France
Frépillon,b,49.0462, 2.19717,95740,Frépillon,Val-d'Oise,Île-de-France
Viarmes,b,49.11692, 2.36838,95270,Viarmes,Val-d'Oise,Île-de-France
L'Isle-Adam - Parmain,b,49.11482, 2.20976,95290,Parmain,Val-d'Oise,Île-de-France
Précy-sur-Oise,c,49.2033492, 2.3764638,60460,Précy-sur-Oise,Oise,Picardie
Pont-Sainte-Maxence,b,49.30974, 2.60289,60700,Pont-Sainte-Maxence,Oise,Picardie
Chevrières,c,49.3373064, 2.6828025,60710,Chevrières,Oise,Picardie
La Borne Blanche,c,49.126985, 2.5058656,60560,Orry-la-Ville,Oise,Picardie
Louvres,b,49.0496573, 2.5018967,95380,Louvres,Val-d'Oise,Île-de-France
Villiers-le-Bel - Gonesse - Arnouville,b,48.994175, 2.4162288,95400,Arnouville,Val-d'Oise,Île-de-France
Sannois,b,48.97016, 2.26377,95110,Sannois,Val-d'Oise,Île-de-France
Épluches,c,49.0549329, 2.1225973,95310,Saint-Ouen-l'Aumône,Val-d'Oise,Île-de-France
Chantilly - Gouvieux,b,49.18724, 2.45979,60500,Chantilly,Oise,Picardie
Pierrelaye,b,49.01955, 2.15371,95480,Pierrelaye,Val-d'Oise,Île-de-France
Parc des Expositions,b,48.97334, 2.51382,93420,Villepinte,Seine-Saint-Denis,Île-de-France
Épinay - Villetaneuse,b,48.95838, 2.32865,93800,Épinay-sur-Seine,Seine-Saint-Denis,Île-de-France
Paris Gare du Nord,a,48.880185, 2.355151,75010,Paris,Paris,Île-de-France
Tieffenbach - Struth,c,48.9062169,7.25527,67290,Tieffenbach,Bas-Rhin,Alsace
Marignac - Saint-Béat,c,42.9155675, 0.651998,31440,Marignac,Haute-Garonne,Midi-Pyrénées
Martres-Tolosane,c,43.1962069, 1.0167558,31220,Martres-Tolosane,Haute-Garonne,Midi-Pyrénées
Carbonne,b,43.298206, 1.212531,31390,Carbonne,Haute-Garonne,Midi-Pyrénées
Lavaveix-les-Mines,c,46.0795307, 2.0890801,23150,Lavaveix-les-Mines,Creuse,Limousin
Vieilleville,c,46.0910959, 1.6736439,23210,Mourioux-Vieilleville,Creuse,Limousin
Éguzon,c,46.4397694, 1.5521707,36270,Éguzon-Chantôme,Indre,Centre
Argenton-sur-Creuse,b,46.592248, 1.518305,36200,Argenton-sur-Creuse,Indre,Centre
Montpon-Ménestérol,b,45.006326, 0.159328,24700,Montpon-Ménestérol,Dordogne,Aquitaine
Douzillac,c,45.0794691, 0.4173893,24190,Douzillac,Dordogne,Aquitaine
Agonac,c,45.2865966, 0.7486706,24460,Agonac,Dordogne,Aquitaine
Laval-de-Cère,c,44.9512118, 1.9317113,46130,Laval-de-Cère,Lot,Midi-Pyrénées
Lubersac,c,45.4446152, 1.3888289,19210,Lubersac,Corrèze,Limousin
Vignols - Saint-Solve,c,45.313078, 1.397515,19130,Saint-Solve,Corrèze,Limousin
Turenne,c,45.0379541, 1.6007045,19500,Turenne,Corrèze,Limousin
Ussel,c,45.5574383, 2.3143439,19200,Ussel,Corrèze,Limousin
Brive-la-Gaillarde,a,45.152618, 1.528655,19100,Brive-la-Gaillarde,Corrèze,Limousin
Aixe-sur-Vienne,c,45.7965002, 1.1456892,87700,Aixe-sur-Vienne,Haute-Vienne,Limousin
Le Dorat,c,46.2110908, 1.0793364,87210,Dorat,Haute-Vienne,Limousin
Vaulry,c,46.0247131, 1.1091331,87140,Vaulry,Haute-Vienne,Limousin
La Souterraine,b,46.239792, 1.492151,23300,Souterraine,Creuse,Limousin
Saint-Sulpice-Laurière,c,46.0469183, 1.4762218,87370,Saint-Sulpice-Laurière,Haute-Vienne,Limousin
Magnac - Vicq,c,45.6288007, 1.4438445,87380,Vicq-sur-Breuilh,Haute-Vienne,Limousin
Barsanges,c,45.5661652, 2.0188676,19170,Pérols-sur-Vézère,Corrèze,Limousin
Brignac,c,45.8635812, 1.4406315,87400,Royères,Haute-Vienne,Limousin
Limoges Montjovis,c,45.8384117, 1.2514147,87100,Limoges,Haute-Vienne,Limousin
Limoges Bénédictins,a,45.836089, 1.267356,87000,Limoges,Haute-Vienne,Limousin
Babinière,c,47.2591762, -1.5452842,44240,Chapelle-sur-Erdre,Loire-Atlantique,Pays de la Loire
Haluchère Batignolles,c,47.249142, -1.5224436,44000,Nantes,Loire-Atlantique,Pays de la Loire
La Gorp,c,44.9288345, -0.4963844,33380,Ambarès-et-Lagrave,Gironde,Aquitaine
Saint-Denis-de-Pile,c,44.9786053, -0.1980825,33910,Saint-Denis-de-Pile,Gironde,Aquitaine
Trémolat,c,44.8625105, 0.8303278,24510,Trémolat,Dordogne,Aquitaine
Vélines,c,44.8520145, 0.1036584,24230,Vélines,Dordogne,Aquitaine
Saint-Émilion,c,44.8811665, -0.1592003,33330,Saint-Émilion,Gironde,Aquitaine
Ruffec,c,46.0305185, 0.1902055,16700,Ruffec,Charente,Poitou-Charentes
La Rochefoucauld,c,45.7401921, 0.3895946,16110,Rochefoucauld,Charente,Poitou-Charentes
Angoulême,a,45.653572, 0.164608,16000,Angoulême,Charente,Poitou-Charentes
Podensac,c,44.6489664, -0.3589057,33720,Podensac,Gironde,Aquitaine
Beautiran,b,44.701041, -0.45017,33640,Beautiran,Gironde,Aquitaine
Villenave-d'Ornon,c,44.7683428, -0.5472574,33140,Villenave-d'Ornon,Gironde,Aquitaine
Alouette France,b,44.793355, -0.65965,33600,Pessac,Gironde,Aquitaine
Soulac-sur-Mer,c,45.5081769, -1.1175894,33780,Soulac-sur-Mer,Gironde,Aquitaine
Pauillac,c,45.2038438, -0.7551342,33250,Pauillac,Gironde,Aquitaine
Macau,c,45.0040981, -0.6200068,33460,Macau,Gironde,Aquitaine
Bengy,c,47.0004698, 2.7492361,18520,Bengy-sur-Craon,Cher,Centre
Lunery,c,46.9351795, 2.275014,18400,Lunery,Cher,Centre
Villeherviers,c,47.3694005, 1.7972555,41200,Villeherviers,Loir-et-Cher,Centre
Vierzon Forges,c,47.2099931, 2.0994545,18100,Vierzon,Cher,Centre
La Ferté-Imbault,c,47.3835442, 1.9580537,41300,Ferté-Imbault,Loir-et-Cher,Centre
Vivonne,c,46.4266355, 0.2653156,86370,Vivonne,Vienne,Poitou-Charentes
Dissay,c,46.703544, 0.4210161,86130,Dissay,Vienne,Poitou-Charentes
Dangé-Saint-Romain,c,46.9378397, 0.6087754,86220,Dangé-Saint-Romain,Vienne,Poitou-Charentes
Les Ormes,c,46.9718269, 0.6079476,86220,Ormes,Vienne,Poitou-Charentes
Port-de-Piles,c,47.0102599, 0.5989179,37000,Celle-Saint-Avant,Indre-et-Loire,Centre
Sainte-Maure - Noyant,c,47.1112361, 0.5769439,37800,Noyant-de-Touraine,Indre-et-Loire,Centre
Poitiers,a,46.582275, 0.333241,86000,Poitiers,Vienne,Poitou-Charentes
Saint-Aignan - Noyers,c,47.2869126, 1.3838369,41110,Noyers-sur-Cher,Loir-et-Cher,Centre
Chissay-en-Touraine,c,47.3349004, 1.1333044,41400,Chissay-en-Touraine,Loir-et-Cher,Centre
Vendôme,c,47.8021498, 1.0678728,41100,Vendôme,Loir-et-Cher,Centre
Noizay,c,47.4096869, 0.8959456,37210,Noizay,Indre-et-Loire,Centre
Amboise,b,47.42148, 0.981299,37400,Amboise,Indre-et-Loire,Centre
Chaingy Fourneaux Plage,c,47.8770705, 1.782422,45380,Chaingy,Loiret,Centre
Port Boulet,b,47.248836, 0.155648,37800,Chouzé-sur-Loire,Indre-et-Loire,Centre
Chinon,b,47.163047, 0.251538,37500,Chinon,Indre-et-Loire,Centre
Courcay - Tauxigny,c,47.2377076, 0.867867,37310,Courçay,Indre-et-Loire,Centre
Cormery,b,47.26254, 0.833953,37320,Cormery,Indre-et-Loire,Centre
Esvres sur Indre,c,47.2841016, 0.7816519,37320,Esvres,Indre-et-Loire,Centre
Aulnat Aéroport,c,45.7920571, 3.1614332,63510,Aulnat,Puy-de-Dôme,Auvergne
Nevers le Banlay,c,47.0068974, 3.1636746,58000,Mesves-sur-Loire,Nièvre,Bourgogne
Chemin d'Antony,b,48.748143, 2.3126207,92160,Antony,Hauts-de-Seine,Île-de-France
Rungis la Fraternelle,b,48.74032, 2.35298,94150,Rungis,Val-de-Marne,Île-de-France
Bonneval,c,48.1862958, 1.3861845,28800,Bonneval,Eure-et-Loir,Centre
Dourdan,b,48.533466, 2.009643,91410,Dourdan,Essonne,Île-de-France
Breuillet - Bruyères-le-Châtel,b,48.577228, 2.191721,91650,Breuillet,Essonne,Île-de-France
Saint-Martin d'Étampes,b,48.42747, 2.145401,91150,Étampes,Essonne,Île-de-France
Ivry-sur-Seine,b,48.814371, 2.39099,94200,Ivry-sur-Seine,Val-de-Marne,Île-de-France
Villeneuve-le-Roi,b,48.739908, 2.426084,94290,Villeneuve-le-Roi,Val-de-Marne,Île-de-France
Monnerville,c,48.3484915, 2.0320595,91930,Monnerville,Essonne,Île-de-France
Lamotte-Beuvron,b,47.593898, 2.022499,41600,Lamotte-Beuvron,Loir-et-Cher,Centre
Saint-Cyr-en-Val la Source,c,47.8192, 1.9476045,45590,Saint-Cyr-en-Val,Loiret,Centre
Artenay,c,48.0808761, 1.8833705,45410,Artenay,Loiret,Centre
Saint-André-de-Cubzac,b,44.991255, -0.440479,33240,Saint-André-de-Cubzac,Gironde,Aquitaine
Gauriaguet,c,45.0542936, -0.3992689,33240,Gauriaguet,Gironde,Aquitaine
Bussac,c,45.211928, -0.3682457,17100,Bussac-Forêt,Charente-Maritime,Poitou-Charentes
Montendre,c,45.2805457, -0.3961726,17130,Montendre,Charente-Maritime,Poitou-Charentes
Jonzac,c,45.4387456, -0.44164,17500,Jonzac,Charente-Maritime,Poitou-Charentes
Taillebourg,c,45.8305696, -0.6451123,17350,Taillebourg,Charente-Maritime,Poitou-Charentes
Pouzauges,c,46.7523536, -0.8146784,85700,Pouzauges,Vendée,Pays de la Loire
Cerizay,c,46.8176878, -0.6689931,79140,Cerizay,Deux-Sèvres,Poitou-Charentes
Torfou,c,47.0331153, -1.1173797,49660,Torfou,Maine-et-Loire,Pays de la Loire
La Mothe-Saint-Héray,c,46.3807592, -0.1298415,79800,Mothe-Saint-Héray,Deux-Sèvres,Poitou-Charentes
Fors,c,46.2345203, -0.4069449,79230,Fors,Deux-Sèvres,Poitou-Charentes
Prin-Deyrançon,c,46.2190177, -0.6365007,79210,Prin-Deyrançon,Deux-Sèvres,Poitou-Charentes
Tonnay-Charente,c,45.9433989, -0.8978981,17430,Tonnay-Charente,Charente-Maritime,Poitou-Charentes
Saint-Laurent-de-la-Prée - Fouras,c,45.9930002, -1.0274305,17450,Saint-Laurent-de-la-Prée,Charente-Maritime,Poitou-Charentes
Varades - Saint-Florent-le-Vieil,c,47.3744471, -1.019712,44370,Varades,Loire-Atlantique,Pays de la Loire
Chalonnes,b,47.34306, -0.74306,49290,Chalonnes-sur-Loire,Maine-et-Loire,Pays de la Loire
Tiercé,b,47.617532, -0.469347,49125,Tiercé,Maine-et-Loire,Pays de la Loire
Savenay,b,47.35859, -1.950957,44260,Savenay,Loire-Atlantique,Pays de la Loire
Le Pouliguen,c,47.2825404, -2.4331446,44510,Pouliguen,Loire-Atlantique,Pays de la Loire
La Baule-Escoublac,a,47.28869, -2.389102,44500,Baule-Escoublac,Loire-Atlantique,Pays de la Loire
Loures - Barbazan,c,43.021075, 0.6104494,65370,Loures-Barousse,Hautes-Pyrénées,Midi-Pyrénées
Labarthe-Inard,c,43.1049687, 0.8519176,31800,Labarthe-Inard,Haute-Garonne,Midi-Pyrénées
Boussens,b,43.179617, 0.972543,31360,Boussens,Haute-Garonne,Midi-Pyrénées
Cazères,b,43.212834, 1.083106,31220,Cazères,Haute-Garonne,Midi-Pyrénées
Créteil Pompadour,c,48.7715403, 2.4352763,94600,Créteil,Val-de-Marne,Île-de-France
Parsac - Gouzon,c,46.1986154, 2.1744416,23140,Parsac,Creuse,Limousin
Belvès,c,44.7773978, 1.0118831,24170,Belvès,Dordogne,Aquitaine
Sarlat,c,44.8770213, 1.220328,24200,Sarlat-la-Canéda,Dordogne,Aquitaine
Le Buisson,c,44.84723, 0.9081756,24480,Buisson-de-Cadouin,Dordogne,Aquitaine
La Bachellerie,c,45.1511154, 1.1601301,24210,Bachellerie,Dordogne,Aquitaine
Niversac,c,45.1383083, 0.8082195,24330,Saint-Laurent-sur-Manoire,Dordogne,Aquitaine
Mussidan,b,45.034329, 0.354071,24400,Mussidan,Dordogne,Aquitaine
Neuvic,c,45.0999632, 0.4450162,24190,Neuvic,Dordogne,Aquitaine
Saint-Léon-sur-l'Isle,c,45.1233004, 0.4923106,24110,Saint-Léon-sur-l'Isle,Dordogne,Aquitaine
La Cave,c,45.1839595, 0.628305,24200,Marsac-sur-l'Isle,Dordogne,Aquitaine
Bretenoux - Biars,c,44.9273692, 1.8436871,46130,Biars-sur-Cère,Lot,Midi-Pyrénées
Puybrun,c,44.9216335, 1.7841548,46130,Puybrun,Lot,Midi-Pyrénées
Bétaille,c,44.9424281, 1.7344108,46110,Bétaille,Lot,Midi-Pyrénées
Vayrac,c,44.9501471, 1.7062871,46110,Vayrac,Lot,Midi-Pyrénées
Les Quatre-Routes,c,44.9974864, 1.6439067,46110,Quatre-Routes-du-Lot,Lot,Midi-Pyrénées
Terrasson,c,45.1357901, 1.3004219,24120,Terrasson-Lavilledieu,Dordogne,Aquitaine
Gignac - Cressensac,c,45.0146074, 1.4831648,46600,Gignac,Lot,Midi-Pyrénées
Vigeois,c,45.3829467, 1.5149455,19410,Vigeois,Corrèze,Limousin
Uzerche,c,45.4407088, 1.5702735,19140,Uzerche,Corrèze,Limousin
Égletons,c,45.4023816, 2.0651243,19300,Égletons,Corrèze,Limousin
Montaignac-Saint-Hippolyte,c,45.3546898, 1.9797531,19300,Montaignac-Saint-Hippolyte,Corrèze,Limousin
Coussac-Bonneval,c,45.5076088, 1.3110412,87500,Coussac-Bonneval,Haute-Vienne,Limousin
Saint-Junien,c,45.8813844, 0.9004849,87200,Saint-Junien,Haute-Vienne,Limousin
Verneuil-sur-Vienne,c,45.837848, 1.1126156,87430,Verneuil-sur-Vienne,Haute-Vienne,Limousin
Fromental,c,46.1715646, 1.4324317,87250,Fromental,Haute-Vienne,Limousin
Eymoutiers Vassivière,c,45.7397876, 1.7412237,87120,Eymoutiers,Haute-Vienne,Limousin
Châteauneuf - Bujaleuf,c,45.759316, 1.6453027,87460,Neuvic-Entier,Haute-Vienne,Limousin
Saint-Denis-des-Murs,c,45.7889106, 1.5514368,87400,Saint-Denis-des-Murs,Haute-Vienne,Limousin
Aiguillon,c,44.2987224, 0.3352388,47190,Aiguillon,Lot-et-Garonne,Aquitaine
Sainte-Bazeille,c,44.5326935, 0.0931269,47180,Sainte-Bazeille,Lot-et-Garonne,Aquitaine
Penne,c,44.3799858, 0.8029779,47140,Penne-d'Agenais,Lot-et-Garonne,Aquitaine
Saint-Loubès,c,44.9224009, -0.4333056,33450,Saint-Loubès,Gironde,Aquitaine
Saint-Seurin-sur-l'Isle,c,45.0114075, -0.0026606,33660,Saint-Seurin-sur-l'Isle,Gironde,Aquitaine
Saint-Médard-de-Guizières,c,45.0155723, -0.0488253,33230,Saint-Médard-de-Guizières,Gironde,Aquitaine
Coutras,b,45.03661, -0.13169,33230,Coutras,Gironde,Aquitaine
Lalinde,c,44.8396152, 0.7427811,24150,Lalinde,Dordogne,Aquitaine
Couze,c,44.836574, 0.7036282,24150,Lalinde,Dordogne,Aquitaine
Saint-Antoine-de-Breuilh,c,44.8466877, 0.15196,24230,Saint-Antoine-de-Breuilh,Dordogne,Aquitaine
Lamothe-Montravel,c,44.8537384, 0.0215683,24230,Lamothe-Montravel,Dordogne,Aquitaine
Luxé,c,45.8873947, 0.1094107,16230,Luxé,Charente,Poitou-Charentes
Roumazières-Loubert,c,45.8893483, 0.5789743,16270,Roumazières-Loubert,Charente,Poitou-Charentes
La Réole,b,44.579742, -0.03057,33190,Réole,Gironde,Aquitaine
Saint-Médard-d'Eyrans,c,44.7168571, -0.5057172,33650,Saint-Médard-d'Eyrans,Gironde,Aquitaine
Labouheyre,c,44.2106292, -0.9209296,40210,Labouheyre,Landes,Aquitaine
Biganos Facture,b,44.637384, -0.96621,33380,Biganos,Gironde,Aquitaine
Bruges,c,44.8870124, -0.609445,33520,Bruges,Gironde,Aquitaine
Pointe de Grave,c,45.567067, -1.0658575,33780,Verdon-sur-Mer,Gironde,Aquitaine
Margaux,c,45.0358307, -0.6854145,33460,Margaux,Gironde,Aquitaine
Bordeaux Saint-Jean,a,44.825873, -0.556697,33800,Bordeaux,Gironde,Aquitaine
Villefranche-sur-Cher,c,47.2948034, 1.768094,41200,Villefranche-sur-Cher,Loir-et-Cher,Centre
Mennetou-sur-Cher,c,47.2688835, 1.8765238,41320,Mennetou-sur-Cher,Loir-et-Cher,Centre
La Guerche-sur-l'Aubois,c,46.9477388, 2.9485731,18150,Guerche-sur-l'Aubois,Cher,Centre
Avord,c,47.0349061, 2.6523757,18520,Avord,Cher,Centre
Saint-Germain-du-Puy,c,47.0965233, 2.4846102,18390,Saint-Germain-du-Puy,Cher,Centre
Varennes-sur-Fouzon,c,47.2144095, 1.6145221,36210,Varennes-sur-Fouzon,Indre,Centre
Pruniers,c,47.313174, 1.6722045,41200,Pruniers-en-Sologne,Loir-et-Cher,Centre
Faubourg d'Orléans,b,47.3669948, 1.7403794,41200,Romorantin-Lanthenay,Loir-et-Cher,Centre
Mehun-sur-Yèvre,c,47.1394406, 2.2071342,18500,Mehun-sur-Yèvre,Cher,Centre
Lussac-les-Châteaux,c,46.4051106, 0.7186918,86320,Lussac-les-Châteaux,Vienne,Poitou-Charentes
Lathus,c,46.3380917, 0.965009,86390,Lathus-Saint-Rémy,Vienne,Poitou-Charentes
La Tricherie,c,46.7288206, 0.4412021,86490,Beaumont,Vienne,Poitou-Charentes
Château-Renault,c,47.5877961, 0.9015238,37110,Château-Renault,Indre-et-Loire,Centre
Saint-Amand de Vendôme,c,47.693141, 1.0119896,41310,Saint-Amand-Longpré,Loir-et-Cher,Centre
Bléré la Croix,b,47.3377228, 0.9877583,37150,Croix-en-Touraine,Indre-et-Loire,Centre
Azay-sur-Cher,c,47.3652695, 0.8599885,37270,Azay-sur-Cher,Indre-et-Loire,Centre
Véretz - Montlouis,c,47.3715058, 0.8199079,37270,Montlouis-sur-Loire,Indre-et-Loire,Centre
Veuves - Monteaux,c,47.4756722, 1.1238749,41150,Veuves,Loir-et-Cher,Centre
Menars,c,47.6450036, 1.405617,41500,Menars,Loir-et-Cher,Centre
Suèvres,c,47.6802248, 1.4540981,41500,Suèvres,Loir-et-Cher,Centre
Saint-Ay,c,47.863133, 1.7499597,45130,Saint-Ay,Loiret,Centre
Blois - Chambord,a,47.585445, 1.323823,41000,Blois,Loir-et-Cher,Centre
Cinq-Mars-la-Pile,c,47.3452264, 0.4604878,37130,Cinq-Mars-la-Pile,Indre-et-Loire,Centre
Rivarennes,c,47.2677425, 0.3618999,37190,Rivarennes,Indre-et-Loire,Centre
Azay-le-Rideau,c,47.2663383, 0.4475388,37190,Azay-le-Rideau,Indre-et-Loire,Centre
Neuillé-Pont-Pierre,c,47.5580135, 0.5649155,37360,Neuillé-Pont-Pierre,Indre-et-Loire,Centre
La Membrolle-sur-Choisille,c,47.4313179, 0.6407872,37390,Membrolle-sur-Choisille,Indre-et-Loire,Centre
Veigné,c,47.2915255, 0.7348815,37250,Veigné,Indre-et-Loire,Centre
