name,howbig,latitude,longitude,postalCode,city,department,region
Plerguer,c,48.5314637, -1.8505895,35540,Plerguer,Ille-et-Vilaine,Bretagne
La Fresnais,c,48.593655, -1.8432199,35111,Fresnais,Ille-et-Vilaine,Bretagne
Montreuil-sur-Ille,b,48.307292, -1.674155,35440,Montreuil-sur-Ille,Ille-et-Vilaine,Bretagne
Saint-Germain-sur-Ille,c,48.2394802, -1.6541804,35250,Saint-Germain-sur-Ille,Ille-et-Vilaine,Bretagne
Plouharnel - Carnac,c,47.6042943, -3.1184482,56340,Plouharnel,Morbihan,Bretagne
Les Sables Blancs,c,47.5755984, -3.1324467,56340,Plouharnel,Morbihan,Bretagne
Landaul - Mendon,c,47.7359877, -3.0860172,56690,Landaul,Morbihan,Bretagne
Roscoff,c,48.7207491, -3.9833434,29680,Roscoff,Finistère,Bretagne
Kerhuon,c,48.4096627, -4.3882136,29480,Relecq-Kerhuon,Finistère,Bretagne
Rosporden,b,47.960273, -3.832763,29140,Rosporden,Finistère,Bretagne
Brest,a,48.38811, -4.478903,29200,Brest,Finistère,Bretagne
Gourland,c,48.5609981, -3.1668191,22200,Grâces,Côtes-d'Armor,Bretagne
Châtelaudren - Plouagat,c,48.5332189, -2.9746782,22170,Plouagat,Côtes-d'Armor,Bretagne
Broons,c,48.3332957, -2.2356578,22250,Broons,Côtes-d'Armor,Bretagne
Quédillac,c,48.2484804, -2.1452204,35290,Quédillac,Ille-et-Vilaine,Bretagne
Saint-Brieuc,a,48.50758, -2.765,22000,Saint-Brieuc,Côtes-d'Armor,Bretagne
Zu Rhein,c,47.7434965, 7.3170514,68200,Mulhouse,Haut-Rhin,Alsace
Servon,c,48.112224, -1.4667757,35530,Servon-sur-Vilaine,Ille-et-Vilaine,Bretagne
Les Lacs,c,48.1094359, -1.3208165,35500,Saint-Aubin-des-Landes,Ille-et-Vilaine,Bretagne
Chevaigné,c,48.2089042, -1.6307622,35250,Chevaigné,Ille-et-Vilaine,Bretagne
Saint-Senoux - Pléchâtel,c,47.8977519, -1.7661904,35580,Saint-Senoux,Ille-et-Vilaine,Bretagne
La Brohinière,c,48.2134717, -2.110452,35360,Montauban-de-Bretagne,Ille-et-Vilaine,Bretagne
Montfort-sur-Meu,b,48.138878, -1.949141,35160,Montfort-sur-Meu,Ille-et-Vilaine,Bretagne
Saint-Jacques-de-la-Lande,c,48.0670983, -1.7142367,35136,Saint-Jacques-de-la-Lande,Ille-et-Vilaine,Bretagne
Vern,c,48.0469707, -1.5966524,35770,Vern-sur-Seiche,Ille-et-Vilaine,Bretagne
Rennes,a,48.103517, -1.672744,35005,Rennes,Ille-et-Vilaine,Bretagne
Chamonix Aiguille du Midi,c,45.91993, 6.8667152,74400,Chamonix-Mont-Blanc,Haute-Savoie,Rhône-Alpes
Carantilly - Marigny,c,49.06786, -1.2445285,50570,Carantilly,Manche,Basse-Normandie
Rai - Aube,c,48.7437153, 0.5536992,61270,Rai,Orne,Basse-Normandie
Bonnières,b,49.038788, 1.582205,78270,Bonnières-sur-Seine,Yvelines,Île-de-France
Pont-de-l'Arche,c,49.3170928, 1.1596559,27340,Pont-de-l'Arche,Eure,Haute-Normandie
Bourgtheroulde - Thuit-Hébert,c,49.3174381, 0.8383198,27520,Thuit-Hébert,Eure,Haute-Normandie
Longueville-sur-Scie,c,49.7917558, 1.1103434,76590,Longueville-sur-Scie,Seine-Maritime,Haute-Normandie
Foucart - Alvimare,c,49.608289, 0.5969601,76640,Foucart,Seine-Maritime,Haute-Normandie
Bolbec - Nointot,c,49.5914657, 0.48482,76210,Bolbec,Seine-Maritime,Haute-Normandie
Le Havre Graville,c,49.4998007, 0.1608551,76600,Havre,Seine-Maritime,Haute-Normandie
Morgny,c,49.5232183, 1.2478526,76750,Morgny-la-Pommeraye,Seine-Maritime,Haute-Normandie
Tourville,c,49.3248177, 1.098964,27370,Glos-sur-Risle,Eure,Haute-Normandie
Clermont la Rotonde,c,45.7680954, 3.0909704,63000,Clermont-Ferrand,Puy-de-Dôme,Auvergne
Château-du-Loir,b,47.683392, 0.414912,72500,Château-du-Loir,Sarthe,Pays de la Loire
Laigné - Saint-Gervais,c,47.8740074, 0.2172097,72220,Saint-Gervais-en-Belin,Sarthe,Pays de la Loire
Connerré - Beillé,b,48.0735, 0.48687,72160,Beillé,Sarthe,Pays de la Loire
Teillé,c,48.1812341, 0.1913397,72290,Teillé,Sarthe,Pays de la Loire
Neuville,c,48.0705577, 0.1997294,72190,Neuville-sur-Sarthe,Sarthe,Pays de la Loire
Bailleau-le-pin,c,48.3668028, 1.3248851,28120,Bailleau-le-Pin,Eure-et-Loir,Centre
La Villette Saint-Prest,b,48.4827197, 1.5228734,28300,Saint-Prest,Eure-et-Loir,Centre
Jouy,b,48.5102582, 1.5573972,28300,Jouy,Eure-et-Loir,Centre
Saint-Piat,b,48.5429526, 1.5904889,28130,Saint-Piat,Eure-et-Loir,Centre
Maintenon,b,48.5854793, 1.5920651,28130,Maintenon,Eure-et-Loir,Centre
Chartres,b,48.4482023, 1.4813128,28000,Chartres,Eure-et-Loir,Centre
Saint-Quentin en Yvelines - Montigny-le-Bretonneux,b,48.78657, 2.04523,78180,Montigny-le-Bretonneux,Yvelines,Île-de-France
Chilly-Mazarin,b,48.7004413, 2.3081837,91380,Chilly-Mazarin,Essonne,Île-de-France
Plaisir - Les Clayes,b,48.8304565, 1.9600537,78370,Plaisir,Yvelines,Île-de-France
Saint-Germain - Saint-Rémy,c,48.7585, 1.2572208,27320,Saint-Germain-sur-Avre,Eure,Haute-Normandie
Petit Jouy Les Loges,b,48.770943, 2.1470148,78350,Jouy-en-Josas,Yvelines,Île-de-France
Dreux,b,48.7314561, 1.3701604,28100,Dreux,Eure-et-Loir,Centre
Coignières,b,48.7437672, 1.920809,78310,Coignières,Yvelines,Île-de-France
La Verrière,b,48.7556954, 1.943674,78320,Verrière,Yvelines,Île-de-France
Viroflay Rive Gauche,b,48.800517, 2.1711466,78220,Viroflay,Yvelines,Île-de-France
Pont de l'Alma,b,48.8625705, 2.3010287,75007,Paris,Paris,Île-de-France
Vanves - Malakoff,b,48.8181959, 2.2920988,92170,Vanves,Hauts-de-Seine,Île-de-France
Morre,c,47.2259417, 6.0673029,25660,Morre,Doubs,Franche-Comté
Romilly-la-Puthenaye,c,49.0039213, 0.8548621,27170,Romilly-la-Puthenaye,Eure,Haute-Normandie
Épône - Mézières,b,48.9631225, 1.8085932,78680,Épône,Yvelines,Île-de-France
Achères Grand Cormier,b,48.9551835, 2.0919031,78100,Saint-Germain-en-Laye,Yvelines,Île-de-France
Mareil-Marly,c,48.8807466, 2.0790676,78750,Mareil-Marly,Yvelines,Île-de-France
Saint-Nom-la-Bretèche Forêt de Marly,b,48.8677671, 2.0509372,78620,Étang-la-Ville,Yvelines,Île-de-France
Le Val d'Or,b,48.85645, 2.21636,92210,Saint-Cloud,Hauts-de-Seine,Île-de-France
Chaville Rive Droite,b,48.81213, 2.18785,92370,Chaville,Hauts-de-Seine,Île-de-France
Bécon les Bruyères,b,48.90592, 2.26838,92400,Courbevoie,Hauts-de-Seine,Île-de-France
Argenteuil,b,48.94686, 2.25727,95100,Argenteuil,Val-d'Oise,Île-de-France
Triel-sur-Seine,b,48.98099, 2.00577,78510,Triel-sur-Seine,Yvelines,Île-de-France
Val d'Argenteuil,b,48.95042, 2.23088,95100,Argenteuil,Val-d'Oise,Île-de-France
Mantes Station,b,48.98366, 1.71581,78200,Mantes-la-Jolie,Yvelines,Île-de-France
Bourgoin-Jallieu,b,45.583954, 5.273401,38300,Bourgoin-Jallieu,Isère,Rhône-Alpes
Brignais,c,45.6737721, 4.7636596,69530,Brignais,Rhône,Rhône-Alpes
Givors Canal,c,45.5957662, 4.7725754,69700,Givors,Rhône,Rhône-Alpes
Grigny le Sablon,c,45.6072601, 4.796144,69520,Grigny,Rhône,Rhône-Alpes
Échirolles,b,45.153022, 5.718943,38130,Échirolles,Isère,Rhône-Alpes
Fleurville - Pont-de-Vaux,c,46.4509279, 4.8840722,71260,Fleurville,Saône-et-Loire,Bourgogne
Sennecey-le-Grand,c,46.6406445, 4.874316,71240,Sennecey-le-Grand,Saône-et-Loire,Bourgogne
Servas - Lent,c,46.1306663, 5.1681312,1960,Servas,Ain,Rhône-Alpes
Villars-les-Dombes,b,46.004206, 5.028404,1330,Villars-les-Dombes,Ain,Rhône-Alpes
Meximieux - Pérouges,b,45.901615, 5.193534,1800,Meximieux,Ain,Rhône-Alpes
Miribel,b,45.822088, 4.95394,1700,Miribel,Ain,Rhône-Alpes
Crépieux la Pape,c,45.8038348, 4.8922918,69140,Rillieux-la-Pape,Rhône,Rhône-Alpes
Saint-André-le-Gaz,b,45.544518, 5.524187,38490,Saint-André-le-Gaz,Isère,Rhône-Alpes
La Verpillière,b,45.6276, 5.150866,38290,Verpillière,Isère,Rhône-Alpes
Saint-Quentin-Fallavier,b,45.638109, 5.099896,38070,Saint-Quentin-Fallavier,Isère,Rhône-Alpes
Saint-Priest,b,45.686659, 4.934242,69800,Saint-Priest,Rhône,Rhône-Alpes
Le Péage-de-Roussillon,b,45.371797, 4.795402,38550,Péage-de-Roussillon,Isère,Rhône-Alpes
Chasse-sur-Rhône,b,45.58237, 4.794843,38670,Chasse-sur-Rhône,Isère,Rhône-Alpes
Givors,b,45.584948, 4.766086,69700,Givors,Rhône,Rhône-Alpes
Écully la Demi-Lune,c,45.7657162, 4.7795238,69130,Tassin-la-Demi-Lune,Rhône,Rhône-Alpes
Dardilly le Jubin,c,45.815143, 4.7613451,69570,Dardilly,Rhône,Rhône-Alpes
Lozanne,b,45.85414, 4.681501,69380,Lozanne,Rhône,Rhône-Alpes
Villefranche-sur-Saône,b,45.9845, 4.72077,69400,Villefranche-sur-Saône,Rhône,Rhône-Alpes
Saint-Germain-au-Mont-d'Or,b,45.888352, 4.804265,69650,Saint-Germain-au-Mont-d'Or,Rhône,Rhône-Alpes
Couzon-au-Mont-d'Or,c,45.8486737, 4.8294786,69270,Couzon-au-Mont-d'Or,Rhône,Rhône-Alpes
Lyon Gorge de Loup,b,45.766078, 4.804631,69009,Lyon,Rhône,Rhône-Alpes
Morteau,b,47.053727, 6.604653,25500,Morteau,Doubs,Franche-Comté
Mamirolle,c,47.1998712, 6.1617411,25620,Mamirolle,Doubs,Franche-Comté
Saint-Vit,b,47.183507, 5.809057,25410,Saint-Vit,Doubs,Franche-Comté
Dannemarie - Velesmes,c,47.2038599, 5.8738348,25410,Dannemarie-sur-Crète,Doubs,Franche-Comté
Poligny,c,46.8443393, 5.7001051,39800,Poligny,Jura,Franche-Comté
Torpes - Boussières,c,47.1637546, 5.8887804,25320,Torpes,Doubs,Franche-Comté
Fontaines - Mercurey,c,46.8512109, 4.7750693,71150,Fontaines,Saône-et-Loire,Bourgogne
Meursault,c,46.9690497, 4.7954444,21190,Meursault,Côte-d'Or,Bourgogne
Verrey,c,47.4385905, 4.6700223,21540,Verrey-sous-Salmaise,Côte-d'Or,Bourgogne
Blaisy-Bas,c,47.3734427, 4.7410755,21540,Blaisy-Bas,Côte-d'Or,Bourgogne
Dijon,a,47.32337, 5.027208,21000,Dijon,Côte-d'Or,Bourgogne
Dijon Porte Neuve,b,47.322806, 5.054872,21000,Dijon,Côte-d'Or,Bourgogne
Lantenay,c,47.3351085, 4.860963,21370,Lantenay,Côte-d'Or,Bourgogne
Luzy,c,46.7940793, 3.9693245,58170,Luzy,Nièvre,Bourgogne
Bessay,c,46.4435849, 3.3606477,3340,Bessay-sur-Allier,Allier,Auvergne
Villeneuve-sur-Allier,c,46.6592073, 3.2469557,3460,Villeneuve-sur-Allier,Allier,Auvergne
Saincaize,c,46.9314165, 3.0718704,58470,Saincaize-Meauce,Nièvre,Bourgogne
Tronsanges,c,47.113029, 3.0541532,58400,Tronsanges,Nièvre,Bourgogne
Autun,c,46.9548746, 4.2929079,71400,Autun,Saône-et-Loire,Bourgogne
Le Creusot - Montceau-les-Mines - Montchanin TGV,a,46.807815, 4.430403,71210,Écuisses,Saône-et-Loire,Bourgogne
Le Creusot,b,46.807602, 4.430277,71200,Creusot,Saône-et-Loire,Bourgogne
Boigneville,c,48.342078, 2.3789793,91720,Boigneville,Essonne,Île-de-France
Nogent-sur-Vernisson,c,47.8527938, 2.7375773,45290,Nogent-sur-Vernisson,Loiret,Centre
Ferrières - Fontenay,c,48.0964767, 2.7726332,45210,Fontenay-sur-Loing,Loiret,Centre
Montargis,b,48.006862, 2.742783,45200,Montargis,Loiret,Centre
Sermizelles - Vézelay,c,47.5289068, 3.7928695,89200,Sermizelles,Yonne,Bourgogne
Lucy-sur-Cure - Bessy,c,47.6281383, 3.7458789,89270,Lucy-sur-Cure,Yonne,Bourgogne
Cravant - Bazarnes,c,47.6785079, 3.6811741,89460,Bazarnes,Yonne,Bourgogne
Saint-Florentin - Vergigny,c,47.981058, 3.731036,89600,Vergigny,Yonne,Bourgogne
Laroche - Migennes,b,47.960998, 3.513191,89400,Migennes,Yonne,Bourgogne
Villeneuve-la-Guyard,b,48.342425, 3.071655,89340,Villeneuve-la-Guyard,Yonne,Bourgogne
Vosves,c,48.5151115, 2.5991469,77190,Dammarie-les-Lys,Seine-et-Marne,Île-de-France
Vulaines-sur-Seine - Samoreau,c,48.4305468, 2.7531008,77870,Samoreau,Seine-et-Marne,Île-de-France
Héricy,c,48.4424848, 2.7605339,77850,Héricy,Seine-et-Marne,Île-de-France
Montereau,b,48.379934, 2.942972,77130,Montereau-Fault-Yonne,Seine-et-Marne,Île-de-France
Saint-Mammès,b,48.382171, 2.81593,77670,Saint-Mammès,Seine-et-Marne,Île-de-France
Thomery,b,48.394462, 2.763995,77300,Thomery,Seine-et-Marne,Île-de-France
Cesson,b,48.56563, 2.5938,77240,Cesson,Seine-et-Marne,Île-de-France
Montgeron - Crosne,b,48.708094, 2.462224,91230,Montgeron,Essonne,Île-de-France
Buno - Gironville,c,48.370847, 2.3871153,91720,Buno-Bonnevaux,Essonne,Île-de-France
Ballancourt,b,48.532114, 2.371274,91610,Ballancourt-sur-Essonne,Essonne,Île-de-France
Mennecy,b,48.5709075, 2.433165,91540,Mennecy,Essonne,Île-de-France
Grigny Centre,b,48.65343, 2.395797,91350,Grigny,Essonne,Île-de-France
Grand Bourg,b,48.648004, 2.435939,91000,Ris-Orangis,Essonne,Île-de-France
Itxassou,c,43.324043, -1.3956111,64250,Itxassou,Pyrénées-Atlantiques,Aquitaine
Jatxou,c,43.390897, -1.4446266,64480,Jatxou,Pyrénées-Atlantiques,Aquitaine
Labenne,c,43.5870509, -1.4288712,40530,Labenne,Landes,Aquitaine
Saint-Vincent-de-Tyrosse,b,43.657736, -1.306493,40230,Saint-Vincent-de-Tyrosse,Landes,Aquitaine
Oloron-Sainte-Marie,c,43.1947669, -0.6122826,64400,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine
Buzy en Béarn,c,43.1482723, -0.4558864,64260,Buzy,Pyrénées-Atlantiques,Aquitaine
Croix du Prince,c,43.2857104, -0.3791261,64000,Jurançon,Pyrénées-Atlantiques,Aquitaine
Urt,c,43.4993785, -1.3005564,64240,Urt,Pyrénées-Atlantiques,Aquitaine
Artix,c,43.3931062, -0.5701881,64170,Artix,Pyrénées-Atlantiques,Aquitaine
Assat,c,43.2543993, -0.2950176,64510,Assat,Pyrénées-Atlantiques,Aquitaine
Coarraze - Nay,c,43.1818351, -0.2416429,64800,Coarraze,Pyrénées-Atlantiques,Aquitaine
Pau,a,43.291762, -0.369626,64000,Pau,Pyrénées-Atlantiques,Aquitaine
Murat,c,45.1091483, 2.8696045,15300,Murat,Cantal,Auvergne
La Bourboule,c,45.5906298, 2.7462611,63150,Bourboule,Puy-de-Dôme,Auvergne
Durtol - Nohanent,c,45.7947707, 3.048557,63830,Durtol,Puy-de-Dôme,Auvergne
Les Trillers,c,46.4147461, 2.6001018,3190,Vaux,Allier,Auvergne
Laqueuille,c,45.6468205, 2.7046524,63760,Laqueuille,Puy-de-Dôme,Auvergne
Huriel,c,46.3714332, 2.4762569,3380,Huriel,Allier,Auvergne
La Ville Gozet,c,46.3497686, 2.5918028,3100,Montluçon,Allier,Auvergne
Saint-Bonnet-de-Rochefort,c,46.1483796, 3.1393877,3800,Saint-Bonnet-de-Rochefort,Allier,Auvergne
Louroux-de-Bouble,c,46.2241289, 2.9849368,3330,Louroux-de-Bouble,Allier,Auvergne
Saléchan - Siradan,c,42.9633091, 0.6312526,65370,Saléchan,Hautes-Pyrénées,Midi-Pyrénées
Villenouvelle,c,43.4330358, 1.661081,31290,Villenouvelle,Haute-Garonne,Midi-Pyrénées
Montlaur,c,43.4752405, 1.5776454,31450,Montlaur,Haute-Garonne,Midi-Pyrénées
Pins-Justaret,b,43.479213, 1.399645,31860,Pins-Justaret,Haute-Garonne,Midi-Pyrénées
Golfech,c,44.1160495, 0.854688,82400,Golfech,Tarn-et-Garonne,Midi-Pyrénées
Vielmur-sur-Agout,c,43.623928, 2.0895781,81570,Vielmur-sur-Agout,Tarn,Midi-Pyrénées
Castres,b,43.599131, 2.231223,81100,Castres,Tarn,Midi-Pyrénées
Roquesérière - Buzet,c,43.7512472, 1.6198753,31380,Buzet-sur-Tarn,Haute-Garonne,Midi-Pyrénées
Lisle-sur-Tarn,c,43.85639, 1.80823,81310,Lisle-sur-Tarn,Tarn,Midi-Pyrénées
Limoux,c,43.0563831, 2.2228288,11300,Limoux,Aude,Languedoc-Roussillon
Villefranche-de-Rouergue,c,44.347498, 2.0364594,12200,Villefranche-de-Rouergue,Aveyron,Midi-Pyrénées
Saint-Christophe,c,44.464619, 2.4077585,12330,Saint-Christophe-Vallon,Aveyron,Midi-Pyrénées
Aéroport Charles de Gaulle 1,b,49.00956, 2.56135,93290,Tremblay-en-France,Seine-Saint-Denis,Île-de-France
Saint-Ouen,b,48.90531, 2.32257,93400,Saint-Ouen,Seine-Saint-Denis,Île-de-France
La Barre Ormesson,b,48.96633, 2.31688,95170,Deuil-la-Barre,Val-d'Oise,Île-de-France
Pierrefitte - Stains,b,48.96409, 2.37213,93380,Pierrefitte-sur-Seine,Seine-Saint-Denis,Île-de-France
Oermingen,c,49.0003724, 7.1317322,67970,Oermingen,Bas-Rhin,Alsace
Lutzelbourg,c,48.7299065, 7.2516808,57820,Lutzelbourg,Moselle,Lorraine
Réding,c,48.7429595, 7.095885,57444,Réding,Moselle,Lorraine
Saulxures,c,48.3895555, 7.1478548,67420,Saulxures,Bas-Rhin,Alsace
Saint-Blaise-la-Roche Poutay,c,48.4076094, 7.165329,67420,Saint-Blaise-la-Roche,Bas-Rhin,Alsace
Lutzelhouse,b,48.51812, 7.29391,67130,Lutzelhouse,Bas-Rhin,Alsace
Heiligenberg - Mollkirch,c,48.5273135, 7.381426,67190,Mollkirch,Bas-Rhin,Alsace
Ebersheim,c,48.3099953, 7.494471,67600,Ebersheim,Bas-Rhin,Alsace
Wingen-sur-Moder,b,48.9200646, 7.3811114,67290,Wingen-sur-Moder,Bas-Rhin,Alsace
Kurtzenhouse,c,48.741862, 7.8130449,67240,Kurtzenhouse,Bas-Rhin,Alsace
Reichshoffen,b,48.9310582, 7.658132,67110,Reichshoffen,Bas-Rhin,Alsace
Mertzwiller,c,48.872013, 7.6781895,67580,Mertzwiller,Bas-Rhin,Alsace
Iteuil,c,46.4841223, 0.3168298,86240,Iteuil,Vienne,Poitou-Charentes
Bischheim,c,48.6118352, 7.7422165,67800,Bischheim,Bas-Rhin,Alsace
Limersheim,c,48.4617328, 7.6603581,67150,Limersheim,Bas-Rhin,Alsace
Geispolsheim,c,48.5190515, 7.6843578,67118,Geispolsheim,Bas-Rhin,Alsace
Graffenstaden,c,48.5324375, 7.6897861,67400,Geispolsheim,Bas-Rhin,Alsace
Saverne,b,48.7444606, 7.3620802,67700,Saverne,Bas-Rhin,Alsace
Brumath,b,48.7331082, 7.7004016,67170,Brumath,Bas-Rhin,Alsace
Strasbourg,a,48.584967, 7.734584,67000,Strasbourg,Bas-Rhin,Alsace
Montmédy,c,49.5228775, 5.3716718,55600,Montmédy,Meuse,Lorraine
Petit-Réderching,c,49.0493205, 7.2997305,57410,Petit-Réderching,Moselle,Lorraine
Kalhausen,c,49.0350585, 7.125352,57412,Kalhausen,Moselle,Lorraine
Teting,c,49.051605, 6.6646267,57114,Teting-sur-Nied,Moselle,Lorraine
Forbach,b,49.1892278, 6.9013184,57600,Forbach,Moselle,Lorraine
Baroncourt,c,49.2845332, 5.6997387,55240,Dommary-Baroncourt,Meuse,Lorraine
Vandières,c,48.9521683, 6.0392275,54121,Vandières,Meurthe-et-Moselle,Lorraine
Novéant-sur-Moselle,b,49.028635, 6.052101,57680,Novéant-sur-Moselle,Moselle,Lorraine
Ancy-sur-Moselle,c,49.0575093, 6.0627661,57130,Ancy-sur-Moselle,Moselle,Lorraine
Ars-sur-Moselle,b,49.0744745, 6.0776461,57130,Ars-sur-Moselle,Moselle,Lorraine
Woippy,c,49.1487965, 6.155621,57140,Woippy,Moselle,Lorraine
Moyeuvre-Grande,c,49.246713, 6.043226,57250,Moyeuvre-Grande,Moselle,Lorraine
Homécourt,c,49.2182988, 5.9991714,54310,Homécourt,Meurthe-et-Moselle,Lorraine
Malling,c,49.42152, 6.302207,57480,Malling,Moselle,Lorraine
Kédange,c,49.3056643, 6.3324034,57920,Kédange-sur-Canner,Moselle,Lorraine
Walygator parc,c,49.22492, 6.15946,57433,Maizières-lès-Metz,Moselle,Lorraine
Champagney,c,47.7031399, 6.7012773,70290,Champagney,Haute-Saône,Franche-Comté
Lure,b,47.683269, 6.4925787,70200,Lure,Haute-Saône,Franche-Comté
Clerval,c,47.3966577, 6.4920574,25340,Clerval,Doubs,Franche-Comté
Muhlbach-sur-Munster,c,48.0246077, 7.0875666,68380,Muhlbach-sur-Munster,Haut-Rhin,Alsace
Bollwiller,b,47.8569694, 7.2672555,68540,Bollwiller,Haut-Rhin,Alsace
Rixheim,b,47.74896, 7.406404,68170,Rixheim,Haut-Rhin,Alsace
Mulhouse Dornach,b,47.74713, 7.308477,68200,Mulhouse,Haut-Rhin,Alsace
Walheim,c,47.6416406, 7.2633202,68130,Walheim,Haut-Rhin,Alsace
Bayard,c,48.5520296, 5.0754439,52170,Bayard-sur-Marne,Haute-Marne,Champagne-Ardenne
Saint-Dizier,b,48.642404, 4.947855,52100,Saint-Dizier,Haute-Marne,Champagne-Ardenne
Sainte-Menehould,c,49.0899635, 4.9037635,51800,Sainte-Menehould,Marne,Champagne-Ardenne
Suippes,c,49.1202289, 4.5439253,51600,Suippes,Marne,Champagne-Ardenne
Saint-Hilaire-au-Temple,c,49.05593, 4.37967,51400,Saint-Hilaire-au-Temple,Marne,Champagne-Ardenne
Châlons-en-Champagne,b,48.955252, 4.348656,51000,Châlons-en-Champagne,Marne,Champagne-Ardenne
Carignan,c,49.6285736, 5.1684754,8110,Carignan,Ardennes,Champagne-Ardenne
Sedan,b,49.695024, 4.930373,8200,Sedan,Ardennes,Champagne-Ardenne
Donchery,c,49.6981267, 4.8747529,8350,Donchery,Ardennes,Champagne-Ardenne
Mohon,c,49.752584, 4.73313,8000,Charleville-Mézières,Ardennes,Champagne-Ardenne
Givet,b,50.14025067, 4.81798595,8600,Givet,Ardennes,Champagne-Ardenne
Fumay,b,49.986048, 4.6926,8170,Fumay,Ardennes,Champagne-Ardenne
Nouzonville,c,49.8120125, 4.7428155,8700,Nouzonville,Ardennes,Champagne-Ardenne
Amifontaine,c,49.4847322, 3.9105811,2190,Amifontaine,Aisne,Picardie
Val-de-Vesle,c,49.17792, 4.22221,51360,Val-de-Vesle,Marne,Champagne-Ardenne
Avenay,c,49.0647826, 4.043689,51160,Avenay-Val-d'Or,Marne,Champagne-Ardenne
Mont-Notre-Dame,c,49.2967797, 3.5764545,2220,Mont-Notre-Dame,Aisne,Picardie
Muizon,c,49.2781012, 3.8915287,51140,Muizon,Marne,Champagne-Ardenne
Trois-Puits,c,49.2067481, 4.0384678,51500,Trois-Puits,Marne,Champagne-Ardenne
Montbré,c,49.1942075, 4.0388482,51500,Montbré,Marne,Champagne-Ardenne
Saint-Michel-sur-Meurthe,c,48.3269843, 6.8882777,88470,Saint-Michel-sur-Meurthe,Vosges,Lorraine
Saint-Léonard,c,48.2170818, 6.9415509,88650,Saint-Léonard,Vosges,Lorraine
Remiremont,b,48.016363, 6.598855,88200,Remiremont,Vosges,Lorraine
Lamarche,c,48.0901299, 5.7604385,88320,Lamarche,Vosges,Lorraine
Contrexéville,c,48.1796129, 5.890633,88140,Contrexéville,Vosges,Lorraine
Thaon,b,48.24465, 6.416384,88150,Thaon-les-Vosges,Vosges,Lorraine
Épinal,b,48.178005, 6.441787,88000,Épinal,Vosges,Lorraine
Gudmont,c,48.3382279, 5.1408271,52320,Gudmont-Villiers,Haute-Marne,Champagne-Ardenne
Vignory,c,48.2701366, 5.1241594,52320,Vignory,Haute-Marne,Champagne-Ardenne
Ceintrey,c,48.523865, 6.1572868,54109,Ceintrey,Meurthe-et-Moselle,Lorraine
Xeuilley,c,48.5697134, 6.1022334,54990,Xeuilley,Meurthe-et-Moselle,Lorraine
Ludres,c,48.6219545, 6.1709118,54710,Ludres,Meurthe-et-Moselle,Lorraine
Houdemont,c,48.645478, 6.1797255,54180,Houdemont,Meurthe-et-Moselle,Lorraine
Azerailles,c,48.4913355, 6.695778,54122,Azerailles,Meurthe-et-Moselle,Lorraine
Einvaux,c,48.5034859, 6.3932959,54360,Einvaux,Meurthe-et-Moselle,Lorraine
Varangéville - Saint-Nicolas,b,48.63533929, 6.31286037,54110,Varangéville,Meurthe-et-Moselle,Lorraine
Liverdun,c,48.7493158, 6.0617374,54460,Liverdun,Meurthe-et-Moselle,Lorraine
Fontenoy-sur-Moselle,c,48.711721, 5.9803654,54840,Fontenoy-sur-Moselle,Meurthe-et-Moselle,Lorraine
Foug,c,48.6792561, 5.7912761,54570,Foug,Meurthe-et-Moselle,Lorraine
Nancy,a,48.689861, 6.174583,54000,Nancy,Meurthe-et-Moselle,Lorraine
Nogent-sur-Seine,b,48.49783878, 3.49372888,10400,Nogent-sur-Seine,Aube,Champagne-Ardenne
Couilly - Saint-Germain - Quincy,c,48.8830205, 2.854057,77860,Saint-Germain-sur-Morin,Seine-et-Marne,Île-de-France
Mareuil-sur-Ourcq,c,49.1355418, 3.075653,60890,Mareuil-sur-Ourcq,Oise,Picardie
Nogent-l'Artaud - Charly,c,48.968872, 3.3220981,2310,Nogent-l'Artaud,Aisne,Picardie
La Ferté-sous-Jouarre,b,48.950741, 3.125577,77260,Ferté-sous-Jouarre,Seine-et-Marne,Île-de-France
Coulommiers,b,48.808006, 3.08225,77120,Coulommiers,Seine-et-Marne,Île-de-France
Provins,b,48.55577, 3.302822,77160,Provins,Seine-et-Marne,Île-de-France
Mormant,b,48.613564, 2.88881,77720,Mormant,Seine-et-Marne,Île-de-France
Émerainville - Pontault-Combault,b,48.806034, 2.618004,77340,Pontault-Combault,Seine-et-Marne,Île-de-France
Ozoir-la-Ferrière,b,48.77072, 2.689841,77330,Ozoir-la-Ferrière,Seine-et-Marne,Île-de-France
Gargan,b,48.908159, 2.517109,93320,Pavillons-sous-Bois,Seine-Saint-Denis,Île-de-France
Villiers-sur-Marne - Le Plessis-Trévise,b,48.823039,2.541761,94350,Villiers-sur-Marne,Val-de-Marne,Île-de-France
La Valbonne,b,45.849225, 5.124911,1360,Balan,Ain,Rhône-Alpes
La Tour-du-Pin,b,45.560277, 5.450092,38110,Tour-du-Pin,Isère,Rhône-Alpes
Estressin,c,45.540285, 4.868273,38200,Vienne,Isère,Rhône-Alpes
Feyzin,c,45.6658584, 4.8531349,69320,Feyzin,Rhône,Rhône-Alpes
