Intitulé gare;Code UIC;Segment DRG;Niveau de service;Nombre plateformes;WGS 84;Code postal;Commune;Département;Région
Bollwiller;0087182709;b;1;1;47.8569694, 7.2672555;68540;Bollwiller;Haut-Rhin;Alsace
Rixheim;0087182071;b;1;1;47.74896, 7.406404;68170;Rixheim;Haut-Rhin;Alsace
Mulhouse Dornach;0087182055;b;1;1;47.74713, 7.308477;68200;Mulhouse;Haut-Rhin;Alsace
Walheim;0087181065;c;1;1;47.6416406, 7.2633202;68130;Walheim;Haut-Rhin;Alsace
Bayard;0087175133;c;1;1;48.5520296, 5.0754439;52170;Bayard-sur-Marne;Haute-Marne;Champagne-Ardenne
Saint-Dizier;0087175000;b;1;1;48.642404, 4.947855;52100;Saint-Dizier;Haute-Marne;Champagne-Ardenne
Sainte-Menehould;0087174870;c;1;1;49.0899635, 4.9037635;51800;Sainte-Menehould;Marne;Champagne-Ardenne
Suippes;0087174821;c;1;1;49.1202289, 4.5439253;51600;Suippes;Marne;Champagne-Ardenne
Saint-Hilaire-au-Temple;0087174441;c;1;1;49.05593, 4.37967;51400;Saint-Hilaire-au-Temple;Marne;Champagne-Ardenne
Châlons-en-Champagne;0087174003;b;2;1;48.955252, 4.348656;51000;Châlons-en-Champagne;Marne;Champagne-Ardenne
Carignan;0087172353;c;1;1;49.6285736, 5.1684754;08110;Carignan;Ardennes;Champagne-Ardenne
Sedan;0087172254;b;2;1;49.695024, 4.930373;08200;Sedan;Ardennes;Champagne-Ardenne
Donchery;0087172239;c;1;1;49.6981267, 4.8747529;08350;Donchery;Ardennes;Champagne-Ardenne
Mohon;0087172155;c;1;1;49.752584, 4.73313;08000;Charleville-Mézières;Ardennes;Champagne-Ardenne
Givet;0087172130;b;1;1;50.14025067, 4.81798595;08600;Givet;Ardennes;Champagne-Ardenne
Fumay;0087172098;b;1;1;49.986048, 4.6926;08170;Fumay;Ardennes;Champagne-Ardenne
Nouzonville;0087172023;c;1;1;49.8120125, 4.7428155;08700;Nouzonville;Ardennes;Champagne-Ardenne
Amifontaine;0087171744;c;1;1;49.4847322, 3.9105811;02190;Amifontaine;Aisne;Picardie
Val-de-Vesle;0087171611;c;1;1;49.17792, 4.22221;51360;Val-de-Vesle;Marne;Champagne-Ardenne
Avenay;0087171579;c;1;1;49.0647826, 4.043689;51160;Avenay-Val-d'Or;Marne;Champagne-Ardenne
Mont-Notre-Dame;0087171355;c;1;1;49.2967797, 3.5764545;02220;Mont-Notre-Dame;Aisne;Picardie
Muizon;0087171298;c;1;1;49.2781012, 3.8915287;51140;Muizon;Marne;Champagne-Ardenne
Trois-Puits;0087171264;c;1;1;49.2067481, 4.0384678;51500;Trois-Puits;Marne;Champagne-Ardenne
Montbré;0087171256;c;1;1;49.1942075, 4.0388482;51500;Montbré;Marne;Champagne-Ardenne
Saint-Michel-sur-Meurthe;0087144683;c;1;1;48.3269843, 6.8882777;88470;Saint-Michel-sur-Meurthe;Vosges;Lorraine
Saint-Léonard;0087144477;c;1;1;48.2170818, 6.9415509;88650;Saint-Léonard;Vosges;Lorraine
Remiremont;0087144451;b;2;1;48.016363, 6.598855;88200;Remiremont;Vosges;Lorraine
Lamarche;0087144303;c;1;1;48.0901299, 5.7604385;88320;Lamarche;Vosges;Lorraine
Contrexéville;0087144287;c;1;1;48.1796129, 5.890633;88140;Contrexéville;Vosges;Lorraine
Thaon;0087144097;b;1;1;48.24465, 6.416384;88150;Thaon-les-Vosges;Vosges;Lorraine
Épinal;0087144006;b;2;1;48.178005, 6.441787;88000;Épinal;Vosges;Lorraine
Gudmont;0087142265;c;1;1;48.3382279, 5.1408271;52320;Gudmont-Villiers;Haute-Marne;Champagne-Ardenne
Vignory;0087142232;c;1;1;48.2701366, 5.1241594;52320;Vignory;Haute-Marne;Champagne-Ardenne
Ceintrey;0087141572;c;1;1;48.523865, 6.1572868;54109;Ceintrey;Meurthe-et-Moselle;Lorraine
Xeuilley;0087141549;c;1;1;48.5697134, 6.1022334;54990;Xeuilley;Meurthe-et-Moselle;Lorraine
Ludres;0087141481;c;1;1;48.6219545, 6.1709118;54710;Ludres;Meurthe-et-Moselle;Lorraine
Houdemont;0087141473;c;1;1;48.645478, 6.1797255;54180;Houdemont;Meurthe-et-Moselle;Lorraine
Azerailles;0087141408;c;1;1;48.4913355, 6.695778;54122;Azerailles;Meurthe-et-Moselle;Lorraine
Einvaux;0087141200;c;1;1;48.5034859, 6.3932959;54360;Einvaux;Meurthe-et-Moselle;Lorraine
Varangéville - Saint-Nicolas;0087141101;b;1;1;48.63533929, 6.31286037;54110;Varangéville;Meurthe-et-Moselle;Lorraine
Liverdun;0087141069;c;1;1;48.7493158, 6.0617374;54460;Liverdun;Meurthe-et-Moselle;Lorraine
Fontenoy-sur-Moselle;0087141051;c;1;1;48.711721, 5.9803654;54840;Fontenoy-sur-Moselle;Meurthe-et-Moselle;Lorraine
Foug;0087141036;c;1;1;48.6792561, 5.7912761;54570;Foug;Meurthe-et-Moselle;Lorraine
Nancy;0087141002;a;3;1;48.689861, 6.174583;54000;Nancy;Meurthe-et-Moselle;Lorraine
Nogent-sur-Seine;0087118190;b;1;1;48.49783878, 3.49372888;10400;Nogent-sur-Seine;Aube;Champagne-Ardenne
Couilly - Saint-Germain - Quincy;0087116731;c;;1;48.8830205, 2.854057;77860;Saint-Germain-sur-Morin;Seine-et-Marne;Île-de-France
Mareuil-sur-Ourcq;0087116665;c;1;1;49.1355418, 3.075653;60890;Mareuil-sur-Ourcq;Oise;Picardie
Nogent-l'Artaud - Charly;0087116566;c;1;1;48.968872, 3.3220981;02310;Nogent-l'Artaud;Aisne;Picardie
La Ferté-sous-Jouarre;0087116517;b;;1;48.950741, 3.125577;77260;Ferté-sous-Jouarre;Seine-et-Marne;Île-de-France
Coulommiers;0087116301;b;;1;48.808006, 3.08225;77120;Coulommiers;Seine-et-Marne;Île-de-France
Provins;0087116160;b;;1;48.55577, 3.302822;77160;Provins;Seine-et-Marne;Île-de-France
Mormant;0087116087;b;;1;48.613564, 2.88881;77720;Mormant;Seine-et-Marne;Île-de-France
Émerainville - Pontault-Combault;0087116046;b;;1;48.806034, 2.618004;77340;Pontault-Combault;Seine-et-Marne;Île-de-France
Ozoir-la-Ferrière;0087116020;b;;1;48.77072, 2.689841;77330;Ozoir-la-Ferrière;Seine-et-Marne;Île-de-France
Gargan;0087113860;b;;1;48.908159, 2.517109;93320;Pavillons-sous-Bois;Seine-Saint-Denis;Île-de-France
Villiers-sur-Marne - Le Plessis-Trévise;0087113795;b;;1;48.823039, 2.541761;94350;Villiers-sur-Marne;Val-de-Marne;Île-de-France
La Valbonne;0087723577;b;1;1;45.849225, 5.124911;01360;Balan;Ain;Rhône-Alpes
La Tour-du-Pin;0087723478;b;1;1;45.560277, 5.450092;38110;Tour-du-Pin;Isère;Rhône-Alpes
Estressin;0087722579;c;1;1;45.540285, 4.868273;38200;Vienne;Isère;Rhône-Alpes
Feyzin;0087722538;c;1;1;45.6658584, 4.8531349;69320;Feyzin;Rhône;Rhône-Alpes
Vernaison;0087722264;c;1;1;45.6456478, 4.8132908;69390;Vernaison;Rhône;Rhône-Alpes
